,Campus,Identificador,Ano,Semestre,Cd_Disciplina,Codigo_Conceito,Nota,Faltas_Teorica,Faltas_Pratica
388,CRP,30005761,2018,2,ADE 104 , ,73.0,6.0,0.0
389,CRP,30005761,2018,2,CRP 298 , ,22.0,8.0,0.0
390,CRP,30005761,2018,2,SIN 101 , ,90.0,4.0,0.0
391,CRP,30005761,2018,2,SIN 220 , ,64.0,6.0,0.0
392,CRP,30005761,2018,2,SIN 322 , ,74.0,0.0,0.0
393,CRP,30005761,2018,2,SIN 323 , ,68.0,8.0,0.0
394,CRP,30005761,2018,2,SIN 421 , ,60.0,8.0,0.0
395,CRP,30005761,2019,0,SIN 493 , ,81.0,4.0,0.0
396,CRP,30005761,2019,1,CRP 298 , ,61.0,6.0,0.0
397,CRP,30005761,2019,1,SIN 131 , ,60.0,12.0,0.0
398,CRP,30005761,2019,1,SIN 143 , ,69.0,2.0,2.0
399,CRP,30005761,2019,1,SIN 320 , ,51.0,4.0,2.0
400,CRP,30005761,2019,1,SIN 321 , ,74.0,1.0,0.0
401,CRP,30005761,2019,1,SIN 351 , ,60.0,0.0,0.0
402,CRP,30005761,2019,1,SIN 490 , ,100.0,0.0,0.0
403,CRP,30005761,2019,1,SIN 498 ,S,89.0,0.0,0.0
404,CRP,30005761,2019,2,ADE 327 , ,86.0,6.0,0.0
405,CRP,30005761,2019,2,CIC 100 , ,81.0,6.0,0.0
406,CRP,30005761,2019,2,SIN 352 , ,62.0,0.0,0.0
407,CRP,30005761,2019,2,SIN 480 , ,73.0,14.0,0.0
408,CRP,30005761,2019,2,SIN 496 ,S,100.0,0.0,0.0
409,CRP,30005761,2019,2,SIN 499 ,S,100.0,0.0,0.0
410,CRP,30005761,2020,4,ADE 190 , ,89.0,0.0,0.0
411,CRP,30005761,2020,4,SIN 320 , ,67.0,0.0,6.0
412,CRP,30005761,2020,4,SIN 392 , ,92.0,0.0,0.0
413,CRP,30005762,2016,1,CRP 199 , ,62.0,0.0,0.0
414,CRP,30005762,2016,1,CRP 297 , ,97.0,4.0,0.0
415,CRP,30005762,2016,1,SIN 110 , ,89.0,2.0,4.0
416,CRP,30005762,2016,1,SIN 130 , ,81.0,0.0,0.0
417,CRP,30005762,2016,2,CRP 192 , ,77.0,2.0,0.0
418,CRP,30005762,2016,2,CRP 298 , ,31.0,0.0,0.0
419,CRP,30005762,2016,2,SIN 100 , ,81.0,2.0,0.0
420,CRP,30005762,2016,2,SIN 101 , ,86.0,4.0,0.0
421,CRP,30005762,2016,2,SIN 211 , ,69.0,0.0,0.0
422,CRP,30005762,2017,1,CRP 291 , ,67.0,2.0,0.0
423,CRP,30005762,2017,1,SIN 132 , ,86.0,0.0,0.0
424,CRP,30005762,2017,1,SIN 141 , ,50.0,4.0,0.0
425,CRP,30005762,2017,1,SIN 222 , ,83.0,2.0,0.0
426,CRP,30005762,2017,1,SIN 251 , ,93.0,0.0,0.0
427,CRP,30005762,2017,2,SIN 213 , ,89.0,0.0,0.0
428,CRP,30005762,2017,2,SIN 220 , ,87.0,4.0,0.0
429,CRP,30005762,2017,2,SIN 221 , ,76.0,0.0,0.0
430,CRP,30005762,2017,2,SIN 252 , ,67.0,2.0,0.0
431,CRP,30005762,2018,1,SIN 131 , ,62.0,4.0,0.0
432,CRP,30005762,2018,1,SIN 141 , ,70.0,6.0,0.0
433,CRP,30005762,2018,1,SIN 321 , ,70.0,0.0,0.0
434,CRP,30005762,2018,2,ADE 104 , ,89.0,4.0,0.0
435,CRP,30005762,2018,2,CRP 298 , ,37.0,2.0,0.0
436,CRP,30005762,2018,2,SIN 142 , ,60.0,0.0,0.0
437,CRP,30005762,2018,2,SIN 322 , ,80.0,2.0,0.0
438,CRP,30005762,2019,1,SIN 143 , ,71.0,1.0,1.0
439,CRP,30005762,2019,1,SIN 320 , ,76.0,2.0,0.0
440,CRP,30005762,2019,1,SIN 351 , ,60.0,0.0,0.0
441,CRP,30005762,2019,2,ADE 327 , ,79.0,8.0,0.0
442,CRP,30005762,2019,2,CRP 298 , ,61.0,2.0,0.0
443,CRP,30005762,2019,2,SIN 323 , ,27.0,12.0,0.0
444,CRP,30005762,2019,2,SIN 352 , ,64.0,0.0,0.0
445,CRP,30005762,2020,2,CIC 100 ,L,1.0,28.0,0.0
446,CRP,30005762,2020,2,SIN 323 ,L,0.0,24.0,0.0
447,CRP,30005762,2020,2,SIN 421 ,L,0.0,16.0,0.0
448,CRP,30005762,2020,2,SIN 480 , ,0.0,12.0,0.0
449,CRP,30005763,2016,1,CRP 199 ,L,3.0,32.0,0.0
450,CRP,30005763,2016,1,CRP 297 ,L,0.0,16.0,0.0
451,CRP,30005763,2016,1,SIN 110 ,L,6.0,20.0,8.0
452,CRP,30005763,2016,1,SIN 130 , ,38.0,2.0,0.0
453,CRP,30005764,2016,1,CRP 199 , ,6.0,4.0,0.0
454,CRP,30005764,2016,1,CRP 297 , ,92.0,4.0,0.0
455,CRP,30005764,2016,1,SIN 110 , ,11.0,0.0,0.0
456,CRP,30005764,2016,1,SIN 130 , ,60.0,0.0,0.0
457,CRP,30005764,2016,2,ADE 104 , ,69.0,14.0,0.0
458,CRP,30005764,2016,2,SIN 100 , ,80.0,4.0,0.0
459,CRP,30005764,2016,2,SIN 101 , ,78.0,6.0,0.0
460,CRP,30005764,2016,2,SIN 110 , ,39.0,8.0,2.0
461,CRP,30005764,2016,2,SIN 220 , ,40.0,10.0,0.0
462,CRP,30005764,2017,1,ADE 190 , ,64.0,0.0,0.0
463,CRP,30005764,2017,1,CRP 291 , ,73.0,2.0,0.0
464,CRP,30005764,2017,1,SIN 110 , ,50.0,6.0,6.0
465,CRP,30005764,2017,1,SIN 132 , ,13.0,0.0,0.0
466,CRP,30005764,2017,1,SIN 222 , ,75.0,12.0,0.0
467,CRP,30005764,2017,2,ADE 327 , ,64.0,15.0,0.0
468,CRP,30005764,2017,2,SIN 081 ,S,23.0,0.0,0.0
469,CRP,30005764,2017,2,SIN 110 , ,23.0,4.0,0.0
470,CRP,30005764,2017,2,SIN 220 , ,54.0,4.0,0.0
471,CRP,30005764,2017,2,SIN 221 , ,62.0,8.0,0.0
472,CRP,30005764,2018,1,ADE 345 , ,68.0,8.0,0.0
473,CRP,30005764,2018,1,SIN 132 , ,6.0,0.0,0.0
474,CRP,30005764,2018,1,SIN 321 , ,37.0,10.0,0.0
475,CRP,30005764,2018,1,SIN 422 , ,79.0,2.0,0.0
476,CRP,30005764,2018,2,AFA 001 ,K,,,
477,CRP,30005765,2016,1,CRP 199 , ,6.0,6.0,0.0
478,CRP,30005765,2016,1,CRP 297 , ,93.0,4.0,0.0
479,CRP,30005765,2016,1,SIN 110 ,L,8.0,16.0,4.0
480,CRP,30005765,2016,1,SIN 130 , ,34.0,2.0,0.0
481,CRP,30005765,2016,2,SIN 100 , ,80.0,4.0,0.0
482,CRP,30005765,2016,2,SIN 101 , ,93.0,0.0,0.0
483,CRP,30005765,2016,2,SIN 110 , ,65.0,0.0,0.0
484,CRP,30005765,2016,2,SIN 220 , ,81.0,0.0,0.0
485,CRP,30005765,2017,1,CRP 291 , ,84.0,0.0,0.0
486,CRP,30005765,2017,1,SIN 130 , ,73.0,0.0,0.0
487,CRP,30005765,2017,1,SIN 222 , ,82.0,4.0,0.0
488,CRP,30005765,2017,2,CIC 100 , ,63.0,4.0,0.0
489,CRP,30005765,2017,2,SIN 221 , ,65.0,2.0,0.0
490,CRP,30005765,2017,2,SIN 421 , ,76.0,4.0,0.0
491,CRP,30005765,2018,1,ADE 345 , ,45.0,6.0,0.0
492,CRP,30005765,2018,1,SIN 132 , ,18.0,0.0,0.0
493,CRP,30005765,2018,1,SIN 141 , ,11.0,2.0,0.0
494,CRP,30005765,2018,1,SIN 251 , ,43.0,4.0,0.0
495,CRP,30005766,2016,1,CRP 199 , ,23.0,4.0,0.0
496,CRP,30005766,2016,1,CRP 297 , ,89.0,2.0,0.0
497,CRP,30005766,2016,1,SIN 110 , ,7.0,6.0,4.0
498,CRP,30005766,2016,1,SIN 130 , ,71.0,0.0,0.0
499,CRP,30005767,2016,1,CRP 199 , ,17.0,8.0,0.0
500,CRP,30005767,2016,1,CRP 297 , ,93.0,0.0,0.0
501,CRP,30005767,2016,1,SIN 110 , ,46.0,8.0,4.0
502,CRP,30005767,2016,1,SIN 130 , ,37.0,0.0,0.0
503,CRP,30005767,2016,2,ADE 104 ,T,,,
504,CRP,30005767,2016,2,CRP 291 ,T,,,
505,CRP,30005767,2016,2,SIN 081 ,S,33.0,2.0,0.0
506,CRP,30005767,2016,2,SIN 100 , ,72.0,8.0,0.0
507,CRP,30005767,2016,2,SIN 101 , ,74.0,7.0,0.0
508,CRP,30005767,2016,2,SIN 110 , ,33.0,2.0,0.0
509,CRP,30005767,2016,2,SIN 132 ,T,,,
510,CRP,30005767,2016,2,SIN 141 ,T,,,
511,CRP,30005767,2016,2,SIN 220 ,T,,,
512,CRP,30005767,2016,2,SIN 322 ,T,,,
513,CRP,30005767,2017,1,SIN 081 ,S,61.0,0.0,0.0
514,CRP,30005767,2017,1,SIN 110 , ,61.0,0.0,0.0
515,CRP,30005767,2017,1,SIN 130 , ,52.0,2.0,0.0
516,CRP,30005767,2017,1,SIN 131 , ,9.0,10.0,0.0
517,CRP,30005767,2017,1,SIN 222 , ,68.0,6.0,0.0
518,CRP,30005767,2017,1,SIN 320 , ,30.0,6.0,0.0
519,CRP,30005767,2017,2,CIC 100 ,L,1.0,38.0,0.0
520,CRP,30005767,2017,2,SIN 142 ,L,0.0,16.0,0.0
521,CRP,30005767,2017,2,SIN 211 ,L,0.0,20.0,6.0
522,CRP,30005767,2017,2,SIN 221 ,L,14.0,30.0,0.0
523,CRP,30005768,2016,1,CRP 199 , ,7.0,4.0,0.0
524,CRP,30005768,2016,1,CRP 297 , ,95.0,0.0,0.0
525,CRP,30005768,2016,1,SIN 110 , ,11.0,0.0,2.0
526,CRP,30005768,2016,1,SIN 130 , ,84.0,0.0,0.0
527,CRP,30005768,2016,2,ADE 190 , ,65.0,0.0,0.0
528,CRP,30005768,2016,2,SIN 101 , ,81.0,2.0,0.0
529,CRP,30005768,2016,2,SIN 110 , ,36.0,0.0,4.0
530,CRP,30005768,2017,1,CRP 291 , ,97.0,0.0,0.0
531,CRP,30005768,2017,1,SIN 110 , ,90.0,6.0,0.0
532,CRP,30005768,2017,1,SIN 132 , ,75.0,0.0,0.0
533,CRP,30005768,2017,1,SIN 222 , ,81.0,2.0,0.0
534,CRP,30005768,2017,2,CRP 099 ,S,0.0,0.0,0.0
535,CRP,30005768,2017,2,CRP 199 , ,27.0,8.0,0.0
536,CRP,30005768,2017,2,SIN 221 , ,71.0,4.0,0.0
537,CRP,30005768,2018,1,CIC 100 , ,21.0,2.0,0.0
538,CRP,30005768,2018,1,SIN 131 , ,20.0,6.0,0.0
539,CRP,30005768,2018,1,SIN 141 , ,36.0,4.0,0.0
540,CRP,30005768,2018,1,SIN 211 , ,7.0,4.0,2.0
541,CRP,30005768,2018,2,AFA 002 ,Y,,,
542,CRP,30005768,2019,1,ADE 345 , ,70.0,0.0,0.0
543,CRP,30005768,2019,1,CRP 199 , ,71.0,0.0,0.0
544,CRP,30005768,2019,1,SIN 141 , ,63.0,0.0,0.0
545,CRP,30005768,2019,2,CRP 192 , ,32.0,8.0,0.0
546,CRP,30005768,2019,2,CRP 298 , ,51.0,2.0,0.0
547,CRP,30005768,2019,2,SIN 100 , ,95.0,6.0,0.0
548,CRP,30005768,2019,2,SIN 211 , ,70.0,2.0,0.0
549,CRP,30005768,2020,4,SIN 131 , ,17.0,2.0,0.0
550,CRP,30005768,2020,4,SIN 321 , ,22.0,0.0,0.0
551,CRP,30005769,2016,1,CRP 199 , ,79.0,6.0,0.0
552,CRP,30005769,2016,1,CRP 297 , ,98.0,0.0,0.0
553,CRP,30005769,2016,1,SIN 110 , ,79.0,0.0,0.0
554,CRP,30005769,2016,1,SIN 130 , ,90.0,0.0,0.0
555,CRP,30005769,2016,2,CRP 192 , ,69.0,0.0,0.0
556,CRP,30005769,2016,2,CRP 298 , ,60.0,0.0,0.0
557,CRP,30005769,2016,2,SIN 100 , ,87.0,0.0,0.0
558,CRP,30005769,2016,2,SIN 101 , ,83.0,0.0,0.0
559,CRP,30005769,2016,2,SIN 211 , ,76.0,0.0,0.0
560,CRP,30005769,2017,1,CRP 291 , ,94.0,0.0,0.0
561,CRP,30005769,2017,1,SIN 132 , ,72.0,0.0,0.0
562,CRP,30005769,2017,1,SIN 141 , ,92.0,0.0,0.0
563,CRP,30005769,2017,1,SIN 222 , ,75.0,0.0,0.0
564,CRP,30005769,2017,1,SIN 251 , ,71.0,0.0,0.0
565,CRP,30005769,2017,2,SIN 142 , ,69.0,2.0,0.0
566,CRP,30005769,2017,2,SIN 213 , ,77.0,0.0,0.0
567,CRP,30005769,2017,2,SIN 220 , ,81.0,4.0,0.0
568,CRP,30005769,2017,2,SIN 221 , ,81.0,2.0,0.0
569,CRP,30005769,2017,2,SIN 252 , ,64.0,0.0,0.0
570,CRP,30005769,2018,1,SIN 131 , ,60.0,0.0,0.0
571,CRP,30005769,2018,1,SIN 143 , ,85.0,0.0,0.0
572,CRP,30005769,2018,1,SIN 320 , ,73.0,0.0,0.0
573,CRP,30005769,2018,1,SIN 321 , ,65.0,0.0,0.0
574,CRP,30005769,2018,1,SIN 351 , ,60.0,0.0,0.0
575,CRP,30005769,2018,1,SIN 498 ,S,88.0,0.0,0.0
576,CRP,30005769,2018,2,ADE 104 , ,85.0,0.0,0.0
577,CRP,30005769,2018,2,SIN 322 , ,77.0,0.0,0.0
578,CRP,30005769,2018,2,SIN 323 , ,74.0,0.0,0.0
579,CRP,30005769,2018,2,SIN 352 , ,75.0,0.0,0.0
580,CRP,30005769,2018,2,SIN 421 , ,77.0,4.0,0.0
581,CRP,30005769,2019,1,ADE 190 , ,70.0,4.0,0.0
582,CRP,30005769,2019,1,ADE 345 , ,69.0,4.0,0.0
583,CRP,30005769,2019,1,SIN 392 , ,65.0,2.0,0.0
584,CRP,30005769,2019,1,SIN 430 , ,76.0,0.0,0.0
585,CRP,30005769,2019,1,SIN 490 , ,100.0,0.0,0.0
586,CRP,30005769,2019,1,SIN 496 ,S,100.0,0.0,0.0
587,CRP,30005769,2019,1,SIN 499 ,Q,0.0,0.0,0.0
588,CRP,30005769,2019,2,ADE 327 , ,87.0,6.0,0.0
589,CRP,30005769,2019,2,CIC 100 , ,84.0,6.0,0.0
590,CRP,30005769,2019,2,SIN 460 , ,64.0,0.0,0.0
591,CRP,30005769,2019,2,SIN 480 , ,68.0,6.0,0.0
592,CRP,30005769,2019,2,SIN 492 , ,62.0,6.0,0.0
593,CRP,30005769,2019,2,SIN 499 ,S,100.0,0.0,0.0
594,CRP,30005770,2016,1,CRP 199 , ,0.0,20.0,0.0
595,CRP,30005770,2016,1,CRP 297 , ,90.0,0.0,0.0
596,CRP,30005770,2016,1,SIN 110 , ,45.0,2.0,2.0
597,CRP,30005770,2016,1,SIN 130 , ,64.0,0.0,0.0
598,CRP,30005770,2016,2,ADE 104 ,L,41.0,26.0,0.0
599,CRP,30005770,2016,2,SIN 081 ,S,29.0,4.0,0.0
600,CRP,30005770,2016,2,SIN 101 , ,79.0,2.0,0.0
601,CRP,30005770,2016,2,SIN 110 , ,29.0,4.0,0.0
602,CRP,30005770,2016,2,SIN 220 ,L,12.0,16.0,0.0
603,CRP,30005770,2016,2,SIN 221 , ,70.0,14.0,0.0
604,CRP,30005771,2016,1,CRP 199 ,L,0.0,30.0,0.0
605,CRP,30005771,2016,1,CRP 297 , ,82.0,0.0,0.0
606,CRP,30005771,2016,1,SIN 110 ,L,4.0,12.0,8.0
607,CRP,30005771,2016,1,SIN 130 , ,28.0,0.0,0.0
608,CRP,30005771,2016,2,ADE 104 , ,60.0,4.0,0.0
609,CRP,30005771,2016,2,SIN 101 , ,61.0,4.0,0.0
610,CRP,30005771,2016,2,SIN 220 , ,20.0,4.0,0.0
611,CRP,30005772,2016,1,CRP 199 , ,17.0,2.0,0.0
612,CRP,30005772,2016,1,CRP 297 , ,85.0,0.0,0.0
613,CRP,30005772,2016,1,SIN 110 , ,85.0,2.0,0.0
614,CRP,30005772,2016,1,SIN 130 , ,64.0,0.0,0.0
615,CRP,30005772,2016,2,ADE 104 , ,65.0,10.0,0.0
616,CRP,30005772,2016,2,ADE 327 , ,86.0,2.0,0.0
617,CRP,30005772,2016,2,CRP 291 , ,83.0,0.0,0.0
618,CRP,30005772,2016,2,SIN 100 , ,63.0,6.0,0.0
619,CRP,30005772,2016,2,SIN 101 , ,77.0,4.0,0.0
620,CRP,30005772,2016,2,SIN 211 , ,65.0,2.0,0.0
621,CRP,30005772,2017,1,CRP 199 , ,18.0,0.0,0.0
622,CRP,30005772,2017,1,SIN 132 , ,23.0,0.0,0.0
623,CRP,30005772,2017,1,SIN 141 , ,92.0,2.0,0.0
624,CRP,30005772,2017,1,SIN 251 , ,70.0,0.0,0.0
625,CRP,30005772,2017,2,SIN 142 , ,61.0,4.0,0.0
626,CRP,30005772,2017,2,SIN 220 , ,60.0,2.0,0.0
627,CRP,30005772,2017,2,SIN 221 , ,76.0,6.0,0.0
628,CRP,30005772,2017,2,SIN 252 , ,28.0,0.0,0.0
629,CRP,30005772,2018,1,SIN 143 , ,72.0,6.0,0.0
630,CRP,30005772,2018,1,SIN 320 , ,65.0,4.0,6.0
631,CRP,30005772,2018,1,SIN 321 , ,58.0,2.0,0.0
632,CRP,30005772,2018,1,SIN 351 , ,32.0,0.0,0.0
633,CRP,30005772,2018,2,CIC 100 , ,79.0,10.0,0.0
634,CRP,30005772,2018,2,CRP 199 ,L,0.0,24.0,0.0
635,CRP,30005772,2018,2,SIN 252 , ,54.0,14.0,0.0
636,CRP,30005772,2018,2,SIN 322 , ,75.0,6.0,0.0
637,CRP,30005772,2018,2,SIN 323 , ,44.0,2.0,0.0
638,CRP,30005772,2019,1,ADE 190 , ,63.0,4.0,0.0
639,CRP,30005772,2019,1,SIN 321 , ,76.0,0.0,0.0
640,CRP,30005772,2019,1,SIN 351 , ,69.0,1.0,0.0
641,CRP,30005772,2019,2,SIN 252 , ,83.0,8.0,0.0
642,CRP,30005772,2019,2,SIN 352 , ,60.0,0.0,0.0
643,CRP,30005772,2019,2,SIN 421 , ,68.0,14.0,0.0
644,CRP,30005772,2020,4,SIN 222 ,L,57.0,22.0,0.0
645,CRP,30005773,2016,1,CRP 199 ,L,2.0,32.0,0.0
646,CRP,30005773,2016,1,CRP 297 , ,82.0,8.0,0.0
647,CRP,30005773,2016,1,SIN 110 ,L,6.0,18.0,10.0
648,CRP,30005773,2016,1,SIN 130 , ,19.0,4.0,0.0
649,CRP,30005773,2016,2,CRP 291 ,L,0.0,16.0,0.0
650,CRP,30005773,2016,2,SIN 100 ,L,6.0,30.0,0.0
651,CRP,30005773,2016,2,SIN 101 ,L,8.0,14.0,0.0
652,CRP,30005773,2016,2,SIN 110 ,L,0.0,26.0,12.0
653,CRP,30005774,2016,1,CRP 199 , ,48.0,4.0,0.0
654,CRP,30005774,2016,1,CRP 297 , ,90.0,0.0,0.0
655,CRP,30005774,2016,1,SIN 110 , ,50.0,4.0,0.0
656,CRP,30005774,2016,1,SIN 130 , ,78.0,0.0,0.0
657,CRP,30005774,2016,2,ADE 104 , ,65.0,0.0,0.0
658,CRP,30005774,2016,2,ADE 327 , ,91.0,4.0,0.0
659,CRP,30005774,2016,2,SIN 081 ,S,63.0,2.0,0.0
660,CRP,30005774,2016,2,SIN 100 , ,77.0,4.0,0.0
661,CRP,30005774,2016,2,SIN 101 , ,89.0,2.0,0.0
662,CRP,30005774,2016,2,SIN 110 , ,63.0,2.0,0.0
663,CRP,30005774,2017,1,CRP 291 , ,85.0,2.0,0.0
664,CRP,30005774,2017,1,SIN 132 , ,43.0,0.0,0.0
665,CRP,30005774,2017,1,SIN 141 , ,6.0,2.0,0.0
666,CRP,30005774,2017,1,SIN 211 , ,65.0,2.0,6.0
667,CRP,30005774,2017,1,SIN 222 , ,82.0,2.0,0.0
668,CRP,30005774,2017,1,SIN 251 , ,60.0,2.0,0.0
669,CRP,30005774,2017,2,CRP 199 , ,27.0,6.0,0.0
670,CRP,30005774,2017,2,SIN 220 , ,60.0,0.0,0.0
671,CRP,30005774,2017,2,SIN 221 , ,84.0,6.0,0.0
672,CRP,30005774,2017,2,SIN 252 , ,27.0,4.0,0.0
673,CRP,30005774,2017,2,SIN 421 , ,83.0,2.0,0.0
674,CRP,30005774,2017,2,SIN 460 , ,60.0,2.0,0.0
675,CRP,30005775,2016,1,CRP 199 ,T,,,
676,CRP,30005775,2016,1,CRP 250 ,T,,,
677,CRP,30005775,2016,1,CRP 291 ,T,,,
678,CRP,30005775,2016,1,CRP 297 , ,93.0,0.0,0.0
679,CRP,30005775,2016,1,SIN 110 ,T,,,
680,CRP,30005775,2016,1,SIN 130 , ,79.0,0.0,0.0
681,CRP,30005775,2016,1,SIN 141 ,T,,,
682,CRP,30005775,2016,1,SIN 480 ,T,,,
683,CRP,30005775,2016,2,CRP 192 , ,68.0,6.0,0.0
684,CRP,30005775,2016,2,CRP 298 , ,37.0,8.0,0.0
685,CRP,30005775,2016,2,SIN 100 , ,72.0,4.0,0.0
686,CRP,30005775,2016,2,SIN 101 , ,80.0,7.0,0.0
687,CRP,30005775,2016,2,SIN 211 , ,48.0,4.0,4.0
688,CRP,30005775,2017,1,SIN 132 , ,73.0,0.0,0.0
689,CRP,30005775,2017,1,SIN 211 , ,82.0,0.0,0.0
690,CRP,30005775,2017,1,SIN 222 , ,75.0,0.0,0.0
691,CRP,30005775,2017,1,SIN 251 , ,64.0,1.0,0.0
692,CRP,30005775,2017,2,CRP 298 , ,22.0,12.0,0.0
693,CRP,30005775,2017,2,SIN 142 , ,44.0,4.0,0.0
694,CRP,30005775,2017,2,SIN 213 , ,61.0,0.0,0.0
695,CRP,30005775,2017,2,SIN 220 , ,71.0,2.0,0.0
696,CRP,30005775,2017,2,SIN 221 , ,76.0,4.0,0.0
697,CRP,30005775,2017,2,SIN 252 , ,60.0,8.0,0.0
698,CRP,30005775,2018,1,ADE 190 , ,78.0,0.0,0.0
699,CRP,30005775,2018,1,CRP 298 , ,62.0,4.0,0.0
700,CRP,30005775,2018,1,SIN 131 , ,31.0,10.0,0.0
701,CRP,30005775,2018,1,SIN 143 , ,68.0,2.0,4.0
702,CRP,30005775,2018,1,SIN 320 , ,65.0,2.0,4.0
703,CRP,30005775,2018,1,SIN 321 , ,69.0,4.0,0.0
704,CRP,30005775,2018,2,ADE 104 , ,78.0,0.0,0.0
705,CRP,30005775,2018,2,CIC 100 , ,91.0,6.0,0.0
706,CRP,30005775,2018,2,SIN 142 , ,86.0,2.0,0.0
707,CRP,30005775,2018,2,SIN 322 , ,77.0,2.0,0.0
708,CRP,30005775,2018,2,SIN 323 , ,62.0,8.0,0.0
709,CRP,30005775,2018,2,SIN 421 , ,86.0,8.0,0.0
710,CRP,30005775,2019,0,SIN 460 , ,72.0,0.0,0.0
711,CRP,30005775,2019,1,ADE 345 , ,83.0,6.0,0.0
712,CRP,30005775,2019,1,SIN 131 , ,68.0,6.0,0.0
713,CRP,30005775,2019,1,SIN 351 , ,87.0,1.0,0.0
714,CRP,30005775,2019,1,SIN 392 , ,61.0,4.0,0.0
715,CRP,30005775,2019,1,SIN 422 , ,79.0,8.0,0.0
716,CRP,30005775,2019,1,SIN 490 , ,100.0,0.0,0.0
717,CRP,30005775,2019,1,SIN 498 ,S,90.0,0.0,0.0
718,CRP,30005775,2019,2,ADE 327 , ,89.0,6.0,0.0
719,CRP,30005775,2019,2,SIN 352 , ,79.0,0.0,0.0
720,CRP,30005775,2019,2,SIN 496 ,S,100.0,0.0,0.0
721,CRP,30005775,2019,2,SIN 499 ,S,100.0,0.0,0.0
722,CRP,30005778,2016,1,CRP 199 , ,0.0,0.0,0.0
723,CRP,30005778,2016,1,CRP 297 ,L,0.0,20.0,0.0
724,CRP,30005778,2016,1,SIN 110 ,L,6.0,22.0,8.0
725,CRP,30005778,2016,1,SIN 130 , ,33.0,2.0,0.0
726,CRP,30005779,2016,1,CRP 199 ,L,0.0,34.0,0.0
727,CRP,30005779,2016,1,CRP 297 ,L,0.0,24.0,0.0
728,CRP,30005779,2016,1,SIN 110 ,L,0.0,40.0,24.0
729,CRP,30005779,2016,1,SIN 130 ,L,0.0,16.0,0.0
730,CRP,30005780,2016,1,CRP 199 , ,37.0,6.0,0.0
731,CRP,30005780,2016,1,CRP 297 , ,99.0,2.0,0.0
732,CRP,30005780,2016,1,SIN 110 , ,24.0,0.0,0.0
733,CRP,30005780,2016,1,SIN 130 , ,66.0,0.0,0.0
734,CRP,30005780,2016,2,ADE 104 , ,73.0,4.0,0.0
735,CRP,30005780,2016,2,CRP 291 , ,95.0,0.0,0.0
736,CRP,30005780,2016,2,SIN 100 , ,80.0,2.0,0.0
737,CRP,30005780,2016,2,SIN 101 , ,91.0,2.0,0.0
738,CRP,30005780,2016,2,SIN 110 , ,38.0,0.0,4.0
739,CRP,30005780,2017,1,CRP 199 , ,52.0,0.0,0.0
740,CRP,30005780,2017,1,SIN 110 , ,48.0,0.0,0.0
741,CRP,30005780,2017,1,SIN 132 , ,48.0,0.0,0.0
742,CRP,30005780,2017,1,SIN 222 , ,80.0,0.0,0.0
743,CRP,30005780,2017,2,CIC 100 , ,48.0,4.0,0.0
744,CRP,30005780,2017,2,SIN 110 , ,72.0,4.0,4.0
745,CRP,30005780,2017,2,SIN 220 , ,64.0,4.0,0.0
746,CRP,30005780,2017,2,SIN 221 , ,74.0,0.0,0.0
747,CRP,30005780,2018,1,ADE 190 , ,60.0,0.0,0.0
748,CRP,30005780,2018,1,SIN 132 , ,56.0,0.0,0.0
749,CRP,30005780,2018,1,SIN 141 , ,30.0,0.0,0.0
750,CRP,30005780,2018,1,SIN 251 , ,41.0,2.0,0.0
751,CRP,30005780,2018,1,SIN 321 , ,75.0,2.0,0.0
752,CRP,30005780,2018,2,ADE 327 , ,81.0,0.0,0.0
753,CRP,30005780,2018,2,CIC 100 , ,81.0,0.0,0.0
754,CRP,30005780,2018,2,SIN 322 , ,92.0,2.0,0.0
755,CRP,30005780,2018,2,SIN 421 , ,91.0,0.0,0.0
756,CRP,30005781,2016,1,CRP 199 , ,18.0,16.0,0.0
757,CRP,30005781,2016,1,CRP 297 , ,76.0,0.0,0.0
758,CRP,30005781,2016,1,SIN 110 , ,13.0,4.0,6.0
759,CRP,30005781,2016,1,SIN 130 , ,35.0,0.0,0.0
760,CRP,30005781,2016,2,SIN 100 , ,48.0,2.0,0.0
761,CRP,30005781,2016,2,SIN 101 , ,69.0,6.0,0.0
762,CRP,30005781,2016,2,SIN 110 , ,60.0,6.0,0.0
763,CRP,30005781,2017,1,CIC 100 , ,43.0,12.0,0.0
764,CRP,30005781,2017,1,SIN 132 , ,32.0,0.0,0.0
765,CRP,30005781,2017,1,SIN 141 , ,0.0,6.0,0.0
766,CRP,30005781,2017,1,SIN 211 , ,48.0,2.0,4.0
767,CRP,30005781,2017,1,SIN 251 , ,44.0,2.0,0.0
768,CRP,30005781,2017,2,ADE 104 , ,37.0,6.0,0.0
769,CRP,30005781,2017,2,CIC 100 , ,73.0,8.0,0.0
770,CRP,30005781,2017,2,CRP 291 , ,77.0,8.0,0.0
771,CRP,30005781,2017,2,SIN 100 , ,46.0,12.0,0.0
772,CRP,30005781,2017,2,SIN 211 , ,64.0,0.0,2.0
773,CRP,30005781,2018,0,SIN 460 , ,11.0,4.0,0.0
774,CRP,30005781,2018,1,SIN 132 , ,24.0,0.0,0.0
775,CRP,30005781,2018,1,SIN 141 , ,9.0,4.0,0.0
