,Campus,Identificador,Ano,Semestre,Cd_Disciplina,Codigo_Conceito,Nota,Faltas_Teorica,Faltas_Pratica
1025,CRP,30005892,2016,1,ADE 104 , ,61.0,,
1026,CRP,30005892,2016,1,ADE 190 , ,77.0,,
1027,CRP,30005892,2016,1,ADE 327 , ,80.0,,
1028,CRP,30005892,2016,1,ADE 345 , ,96.0,,
1029,CRP,30005892,2016,1,CIC 100 , ,99.0,,
1030,CRP,30005892,2016,1,CRP 199 ,L,0.0,50.0,0.0
1031,CRP,30005892,2016,1,CRP 291 , ,61.0,,
1032,CRP,30005892,2016,1,CRP 297 , ,74.0,,
1033,CRP,30005892,2016,1,SIN 101 , ,64.0,,
1034,CRP,30005892,2016,1,SIN 110 , ,60.0,,
1035,CRP,30005892,2016,1,SIN 130 , ,70.0,,
1036,CRP,30005892,2016,1,SIN 132 , ,37.0,0.0,0.0
1037,CRP,30005892,2016,1,SIN 141 , ,65.0,8.0,0.0
1038,CRP,30005892,2016,1,SIN 211 , ,68.0,,
1039,CRP,30005892,2016,1,SIN 220 , ,60.0,,
1040,CRP,30005892,2016,1,SIN 221 , ,77.0,,
1041,CRP,30005892,2016,1,SIN 222 , ,73.0,,
1042,CRP,30005892,2016,1,SIN 251 , ,60.0,,
1043,CRP,30005892,2016,1,SIN 252 , ,60.0,,
1044,CRP,30005892,2016,1,SIN 320 , ,63.0,,
1045,CRP,30005892,2016,1,SIN 321 , ,64.0,,
1046,CRP,30005892,2016,1,SIN 322 , ,81.0,,
1047,CRP,30005892,2016,1,SIN 394 , ,60.0,,
1048,CRP,30005892,2016,1,SIN 422 , ,74.0,,
1049,CRP,30005892,2016,1,SIN 480 , ,66.0,,
1050,CRP,30005892,2016,2,SIN 100 , ,76.0,2.0,0.0
1051,CRP,30005892,2016,2,SIN 142 , ,73.0,0.0,0.0
1052,CRP,30005892,2016,2,SIN 323 , ,32.0,12.0,0.0
1053,CRP,30005892,2016,2,SIN 421 , ,71.0,0.0,0.0
1054,CRP,30005892,2017,0,SIN 342 , ,65.0,4.0,4.0
1055,CRP,30005892,2017,1,CRP 199 ,L,0.0,20.0,0.0
1056,CRP,30005892,2017,1,SIN 132 , ,44.0,0.0,0.0
1057,CRP,30005892,2017,1,SIN 143 ,L,17.0,14.0,12.0
1058,CRP,30005892,2017,1,SIN 351 , ,0.0,0.0,0.0
1059,CRP,30005892,2017,1,SIN 498 ,N,0.0,0.0,0.0
1060,CRP,30005892,2017,2,SIN 323 , ,47.0,8.0,0.0
1061,CRP,30005892,2018,1,SIN 132 , ,0.0,0.0,0.0
1062,CRP,30005892,2018,1,SIN 143 ,L,0.0,18.0,20.0
1063,CRP,30005892,2018,1,SIN 351 , ,0.0,0.0,0.0
1064,CRP,30005892,2018,1,SIN 490 , ,0.0,10.0,0.0
1065,CRP,30005892,2018,1,SIN 498 ,Q,0.0,0.0,0.0
1066,CRP,30005894,2016,1,ADE 345 , ,97.0,,
1067,CRP,30005894,2016,1,CRP 199 , ,60.0,,
1068,CRP,30005894,2016,1,CRP 291 , ,60.0,,
1069,CRP,30005894,2016,1,CRP 297 , ,70.0,,
1070,CRP,30005894,2016,1,SIN 100 , ,61.0,,
1071,CRP,30005894,2016,1,SIN 101 , ,92.0,,
1072,CRP,30005894,2016,1,SIN 110 , ,64.0,,
1073,CRP,30005894,2016,1,SIN 130 , ,60.0,,
1074,CRP,30005894,2016,1,SIN 132 , ,53.0,0.0,0.0
1075,CRP,30005894,2016,1,SIN 141 ,L,14.0,16.0,0.0
1076,CRP,30005894,2016,1,SIN 211 , ,63.0,,
1077,CRP,30005894,2016,1,SIN 220 , ,74.0,,
1078,CRP,30005894,2016,1,SIN 221 , ,67.0,,
1079,CRP,30005894,2016,1,SIN 222 , ,64.0,,
1080,CRP,30005894,2016,1,SIN 320 , ,76.0,0.0,0.0
1081,CRP,30005894,2016,1,SIN 321 , ,71.0,6.0,0.0
1082,CRP,30005894,2016,2,ADE 104 , ,77.0,6.0,0.0
1083,CRP,30005894,2016,2,CRP 192 ,L,26.0,20.0,0.0
1084,CRP,30005894,2016,2,CRP 295 , ,69.0,6.0,0.0
1085,CRP,30005894,2016,2,SIN 323 , ,10.0,12.0,0.0
1086,CRP,30005894,2016,2,SIN 421 , ,75.0,0.0,0.0
1087,CRP,30005894,2017,0,ADE 329 , ,88.0,4.0,0.0
1088,CRP,30005894,2017,0,ADE 402 , ,97.0,4.0,0.0
1089,CRP,30005895,2016,1,CRP 099 ,N,0.0,12.0,0.0
1090,CRP,30005895,2016,1,CRP 199 ,L,0.0,44.0,0.0
1091,CRP,30005895,2016,1,CRP 291 , ,60.0,,
1092,CRP,30005895,2016,1,CRP 297 , ,62.0,,
1093,CRP,30005895,2016,1,SIN 100 , ,73.0,,
1094,CRP,30005895,2016,1,SIN 101 , ,65.0,,
1095,CRP,30005895,2016,1,SIN 110 , ,66.0,,
1096,CRP,30005895,2016,1,SIN 130 , ,30.0,4.0,0.0
1097,CRP,30005895,2016,1,SIN 222 ,T,0.0,,
1098,CRP,30005895,2016,2,ADE 327 ,L,28.0,20.0,0.0
1099,CRP,30005895,2016,2,CIC 100 ,L,10.0,20.0,0.0
1100,CRP,30005895,2016,2,SIN 211 ,L,9.0,20.0,16.0
1101,CRP,30005896,2016,1,CRP 199 , ,60.0,,
1102,CRP,30005896,2016,1,CRP 199 , ,60.0,,
1103,CRP,30005896,2016,1,CRP 199 , ,60.0,,
1104,CRP,30005896,2016,1,CRP 199 , ,60.0,,
1105,CRP,30005896,2016,1,CRP 297 , ,66.0,,
1106,CRP,30005896,2016,1,CRP 297 , ,66.0,,
1107,CRP,30005896,2016,1,CRP 297 , ,66.0,,
1108,CRP,30005896,2016,1,CRP 297 , ,66.0,,
1109,CRP,30005896,2016,1,SIN 100 , ,68.0,,
1110,CRP,30005896,2016,1,SIN 100 , ,68.0,,
1111,CRP,30005896,2016,1,SIN 100 , ,68.0,,
1112,CRP,30005896,2016,1,SIN 100 , ,68.0,,
1113,CRP,30005896,2016,1,SIN 101 , ,74.0,,
1114,CRP,30005896,2016,1,SIN 101 , ,74.0,,
1115,CRP,30005896,2016,1,SIN 101 , ,74.0,,
1116,CRP,30005896,2016,1,SIN 101 , ,74.0,,
1117,CRP,30005896,2016,1,SIN 110 , ,66.0,,
1118,CRP,30005896,2016,1,SIN 110 , ,66.0,,
1119,CRP,30005896,2016,1,SIN 110 , ,66.0,,
1120,CRP,30005896,2016,1,SIN 110 , ,66.0,,
1121,CRP,30005896,2016,1,SIN 130 , ,70.0,,
1122,CRP,30005896,2016,1,SIN 130 , ,70.0,,
1123,CRP,30005896,2016,1,SIN 130 , ,70.0,,
1124,CRP,30005896,2016,1,SIN 130 , ,70.0,,
1125,CRP,30005896,2016,1,SIN 131 , ,84.0,14.0,0.0
1126,CRP,30005896,2016,1,SIN 131 , ,84.0,14.0,0.0
1127,CRP,30005896,2016,1,SIN 131 , ,84.0,14.0,0.0
1128,CRP,30005896,2016,1,SIN 131 , ,84.0,14.0,0.0
1129,CRP,30005896,2016,1,SIN 132 , ,74.0,,
1130,CRP,30005896,2016,1,SIN 132 , ,74.0,,
1131,CRP,30005896,2016,1,SIN 132 , ,74.0,,
1132,CRP,30005896,2016,1,SIN 132 , ,74.0,,
1133,CRP,30005896,2016,1,SIN 141 , ,62.0,4.0,0.0
1134,CRP,30005896,2016,1,SIN 141 , ,62.0,4.0,0.0
1135,CRP,30005896,2016,1,SIN 141 , ,62.0,4.0,0.0
1136,CRP,30005896,2016,1,SIN 141 , ,62.0,4.0,0.0
1137,CRP,30005896,2016,1,SIN 211 , ,78.0,,
1138,CRP,30005896,2016,1,SIN 211 , ,78.0,,
1139,CRP,30005896,2016,1,SIN 211 , ,78.0,,
1140,CRP,30005896,2016,1,SIN 211 , ,78.0,,
1141,CRP,30005896,2016,1,SIN 220 , ,61.0,,
1142,CRP,30005896,2016,1,SIN 220 , ,61.0,,
1143,CRP,30005896,2016,1,SIN 220 , ,61.0,,
1144,CRP,30005896,2016,1,SIN 220 , ,61.0,,
1145,CRP,30005896,2016,1,SIN 222 , ,70.0,14.0,0.0
1146,CRP,30005896,2016,1,SIN 222 , ,70.0,14.0,0.0
1147,CRP,30005896,2016,1,SIN 222 , ,70.0,14.0,0.0
1148,CRP,30005896,2016,1,SIN 222 , ,70.0,14.0,0.0
1149,CRP,30005896,2016,1,SIN 251 , ,53.0,4.0,0.0
1150,CRP,30005896,2016,1,SIN 251 , ,53.0,4.0,0.0
1151,CRP,30005896,2016,1,SIN 251 , ,53.0,4.0,0.0
1152,CRP,30005896,2016,1,SIN 251 , ,53.0,4.0,0.0
1153,CRP,30005896,2016,2,CIC 100 , ,74.0,12.0,0.0
1154,CRP,30005896,2016,2,CIC 100 , ,74.0,12.0,0.0
1155,CRP,30005896,2016,2,CIC 100 , ,74.0,12.0,0.0
1156,CRP,30005896,2016,2,CIC 100 , ,74.0,12.0,0.0
1157,CRP,30005896,2016,2,CRP 192 , ,83.0,8.0,0.0
1158,CRP,30005896,2016,2,CRP 192 , ,83.0,8.0,0.0
1159,CRP,30005896,2016,2,CRP 192 , ,83.0,8.0,0.0
1160,CRP,30005896,2016,2,CRP 192 , ,83.0,8.0,0.0
1161,CRP,30005896,2016,2,SIN 221 , ,73.0,10.0,0.0
1162,CRP,30005896,2016,2,SIN 221 , ,73.0,10.0,0.0
1163,CRP,30005896,2016,2,SIN 221 , ,73.0,10.0,0.0
1164,CRP,30005896,2016,2,SIN 221 , ,73.0,10.0,0.0
1165,CRP,30005896,2016,2,SIN 393 , ,93.0,4.0,0.0
1166,CRP,30005896,2016,2,SIN 393 , ,93.0,4.0,0.0
1167,CRP,30005896,2016,2,SIN 393 , ,93.0,4.0,0.0
1168,CRP,30005896,2016,2,SIN 393 , ,93.0,4.0,0.0
1169,CRP,30005896,2016,2,SIN 421 , ,86.0,0.0,0.0
1170,CRP,30005896,2016,2,SIN 421 , ,86.0,0.0,0.0
1171,CRP,30005896,2016,2,SIN 421 , ,86.0,0.0,0.0
1172,CRP,30005896,2016,2,SIN 421 , ,86.0,0.0,0.0
1173,CRP,30005896,2017,1,CRP 291 ,L,13.0,20.0,0.0
1174,CRP,30005896,2017,1,CRP 291 ,L,13.0,20.0,0.0
1175,CRP,30005896,2017,1,CRP 291 ,L,13.0,20.0,0.0
1176,CRP,30005896,2017,1,CRP 291 ,L,13.0,20.0,0.0
1177,CRP,30005896,2017,1,SIN 143 , ,62.0,4.0,0.0
1178,CRP,30005896,2017,1,SIN 143 , ,62.0,4.0,0.0
1179,CRP,30005896,2017,1,SIN 143 , ,62.0,4.0,0.0
1180,CRP,30005896,2017,1,SIN 143 , ,62.0,4.0,0.0
1181,CRP,30005896,2017,1,SIN 320 , ,69.0,4.0,0.0
1182,CRP,30005896,2017,1,SIN 320 , ,69.0,4.0,0.0
1183,CRP,30005896,2017,1,SIN 320 , ,69.0,4.0,0.0
1184,CRP,30005896,2017,1,SIN 320 , ,69.0,4.0,0.0
1185,CRP,30005896,2017,1,SIN 321 , ,60.0,14.0,0.0
1186,CRP,30005896,2017,1,SIN 321 , ,60.0,14.0,0.0
1187,CRP,30005896,2017,1,SIN 321 , ,60.0,14.0,0.0
1188,CRP,30005896,2017,1,SIN 321 , ,60.0,14.0,0.0
1189,CRP,30005896,2017,1,SIN 392 , ,95.0,14.0,0.0
1190,CRP,30005896,2017,1,SIN 392 , ,95.0,14.0,0.0
1191,CRP,30005896,2017,1,SIN 392 , ,95.0,14.0,0.0
1192,CRP,30005896,2017,1,SIN 392 , ,95.0,14.0,0.0
1193,CRP,30005896,2017,2,ADE 104 , ,78.0,10.0,0.0
1194,CRP,30005896,2017,2,ADE 104 , ,78.0,10.0,0.0
1195,CRP,30005896,2017,2,ADE 104 , ,78.0,10.0,0.0
1196,CRP,30005896,2017,2,ADE 104 , ,78.0,10.0,0.0
1197,CRP,30005896,2017,2,CRP 298 ,L,28.0,22.0,0.0
1198,CRP,30005896,2017,2,CRP 298 ,L,28.0,22.0,0.0
1199,CRP,30005896,2017,2,CRP 298 ,L,28.0,22.0,0.0
1200,CRP,30005896,2017,2,CRP 298 ,L,28.0,22.0,0.0
1201,CRP,30005896,2017,2,SIN 142 , ,66.0,2.0,0.0
1202,CRP,30005896,2017,2,SIN 142 , ,66.0,2.0,0.0
1203,CRP,30005896,2017,2,SIN 142 , ,66.0,2.0,0.0
1204,CRP,30005896,2017,2,SIN 142 , ,66.0,2.0,0.0
1205,CRP,30005896,2017,2,SIN 322 , ,77.0,2.0,0.0
1206,CRP,30005896,2017,2,SIN 322 , ,77.0,2.0,0.0
1207,CRP,30005896,2017,2,SIN 322 , ,77.0,2.0,0.0
1208,CRP,30005896,2017,2,SIN 322 , ,77.0,2.0,0.0
1209,CRP,30005896,2018,1,ADE 190 , ,61.0,0.0,0.0
1210,CRP,30005896,2018,1,ADE 190 , ,61.0,0.0,0.0
1211,CRP,30005896,2018,1,ADE 190 , ,61.0,0.0,0.0
1212,CRP,30005896,2018,1,ADE 190 , ,61.0,0.0,0.0
1213,CRP,30005896,2018,1,ADE 345 , ,67.0,12.0,0.0
1214,CRP,30005896,2018,1,ADE 345 , ,67.0,12.0,0.0
1215,CRP,30005896,2018,1,ADE 345 , ,67.0,12.0,0.0
1216,CRP,30005896,2018,1,ADE 345 , ,67.0,12.0,0.0
1217,CRP,30005896,2018,1,SIN 251 , ,73.0,12.0,0.0
1218,CRP,30005896,2018,1,SIN 251 , ,73.0,12.0,0.0
1219,CRP,30005896,2018,1,SIN 251 , ,73.0,12.0,0.0
1220,CRP,30005896,2018,1,SIN 251 , ,73.0,12.0,0.0
1221,CRP,30005896,2018,1,SIN 351 , ,64.0,0.0,0.0
1222,CRP,30005896,2018,1,SIN 351 , ,64.0,0.0,0.0
1223,CRP,30005896,2018,1,SIN 351 , ,64.0,0.0,0.0
1224,CRP,30005896,2018,1,SIN 351 , ,64.0,0.0,0.0
1225,CRP,30005896,2018,1,SIN 394 , ,80.0,0.0,0.0
1226,CRP,30005896,2018,1,SIN 394 , ,80.0,0.0,0.0
1227,CRP,30005896,2018,1,SIN 394 , ,80.0,0.0,0.0
1228,CRP,30005896,2018,1,SIN 394 , ,80.0,0.0,0.0
1229,CRP,30005896,2018,1,SIN 490 , ,92.0,8.0,0.0
1230,CRP,30005896,2018,1,SIN 490 , ,92.0,8.0,0.0
1231,CRP,30005896,2018,1,SIN 490 , ,92.0,8.0,0.0
1232,CRP,30005896,2018,1,SIN 490 , ,92.0,8.0,0.0
1233,CRP,30005896,2018,1,SIN 498 ,S,93.0,0.0,0.0
1234,CRP,30005896,2018,1,SIN 498 ,S,93.0,0.0,0.0
1235,CRP,30005896,2018,1,SIN 498 ,S,93.0,0.0,0.0
1236,CRP,30005896,2018,1,SIN 498 ,S,93.0,0.0,0.0
1237,CRP,30005896,2018,2,CRP 298 , ,71.0,0.0,0.0
1238,CRP,30005896,2018,2,CRP 298 , ,71.0,0.0,0.0
1239,CRP,30005896,2018,2,CRP 298 , ,71.0,0.0,0.0
1240,CRP,30005896,2018,2,CRP 298 , ,71.0,0.0,0.0
1241,CRP,30005896,2018,2,SIN 213 , ,81.0,6.0,0.0
1242,CRP,30005896,2018,2,SIN 213 , ,81.0,6.0,0.0
1243,CRP,30005896,2018,2,SIN 213 , ,81.0,6.0,0.0
1244,CRP,30005896,2018,2,SIN 213 , ,81.0,6.0,0.0
1245,CRP,30005896,2018,2,SIN 252 , ,71.0,14.0,0.0
1246,CRP,30005896,2018,2,SIN 252 , ,71.0,14.0,0.0
1247,CRP,30005896,2018,2,SIN 252 , ,71.0,14.0,0.0
1248,CRP,30005896,2018,2,SIN 252 , ,71.0,14.0,0.0
1249,CRP,30005896,2018,2,SIN 323 , ,72.0,6.0,0.0
1250,CRP,30005896,2018,2,SIN 323 , ,72.0,6.0,0.0
1251,CRP,30005896,2018,2,SIN 323 , ,72.0,6.0,0.0
1252,CRP,30005896,2018,2,SIN 323 , ,72.0,6.0,0.0
1253,CRP,30005896,2018,2,SIN 352 , ,61.0,0.0,0.0
1254,CRP,30005896,2018,2,SIN 352 , ,61.0,0.0,0.0
1255,CRP,30005896,2018,2,SIN 352 , ,61.0,0.0,0.0
1256,CRP,30005896,2018,2,SIN 352 , ,61.0,0.0,0.0
1257,CRP,30005896,2019,1,CRP 291 , ,71.0,2.0,0.0
1258,CRP,30005896,2019,1,CRP 291 , ,71.0,2.0,0.0
1259,CRP,30005896,2019,1,CRP 291 , ,71.0,2.0,0.0
1260,CRP,30005896,2019,1,CRP 291 , ,71.0,2.0,0.0
1261,CRP,30005896,2019,1,SIN 430 , ,68.0,3.0,0.0
1262,CRP,30005896,2019,1,SIN 430 , ,68.0,3.0,0.0
1263,CRP,30005896,2019,1,SIN 430 , ,68.0,3.0,0.0
1264,CRP,30005896,2019,1,SIN 430 , ,68.0,3.0,0.0
1265,CRP,30005896,2019,1,SIN 499 ,S,100.0,0.0,0.0
1266,CRP,30005896,2019,1,SIN 499 ,S,100.0,0.0,0.0
1267,CRP,30005896,2019,1,SIN 499 ,S,100.0,0.0,0.0
1268,CRP,30005896,2019,1,SIN 499 ,S,100.0,0.0,0.0
1269,CRP,30005896,2019,2,ADE 327 , ,78.0,12.0,0.0
1270,CRP,30005896,2019,2,ADE 327 , ,78.0,12.0,0.0
1271,CRP,30005896,2019,2,ADE 327 , ,78.0,12.0,0.0
1272,CRP,30005896,2019,2,ADE 327 , ,78.0,12.0,0.0
1273,CRP,30005896,2019,2,SIN 480 , ,68.0,15.0,0.0
1274,CRP,30005896,2019,2,SIN 480 , ,68.0,15.0,0.0
1275,CRP,30005896,2019,2,SIN 480 , ,68.0,15.0,0.0
1276,CRP,30005896,2019,2,SIN 480 , ,68.0,15.0,0.0
1277,CRP,30005896,2019,2,SIN 496 ,Q,0.0,0.0,0.0
1278,CRP,30005896,2019,2,SIN 496 ,Q,0.0,0.0,0.0
1279,CRP,30005896,2019,2,SIN 496 ,Q,0.0,0.0,0.0
1280,CRP,30005896,2019,2,SIN 496 ,Q,0.0,0.0,0.0
1281,CRP,30005897,2016,1,ADE 104 , ,60.0,,
1282,CRP,30005897,2016,1,ADE 190 , ,82.0,6.0,0.0
1283,CRP,30005897,2016,1,ADE 345 , ,98.0,,
1284,CRP,30005897,2016,1,CRP 199 , ,88.0,8.0,0.0
1285,CRP,30005897,2016,1,CRP 291 , ,84.0,,
1286,CRP,30005897,2016,1,CRP 297 , ,80.0,6.0,0.0
1287,CRP,30005897,2016,1,SIN 100 , ,75.0,,
1288,CRP,30005897,2016,1,SIN 101 , ,78.0,,
1289,CRP,30005897,2016,1,SIN 110 , ,66.0,,
1290,CRP,30005897,2016,1,SIN 130 , ,70.0,,
1291,CRP,30005897,2016,1,SIN 132 , ,76.0,,
1292,CRP,30005897,2016,1,SIN 141 , ,62.0,,
1293,CRP,30005897,2016,1,SIN 142 , ,70.0,,
1294,CRP,30005897,2016,1,SIN 211 , ,79.0,,
1295,CRP,30005897,2016,1,SIN 222 , ,77.0,,
1296,CRP,30005897,2016,1,SIN 251 , ,87.0,,
1297,CRP,30005897,2016,2,CRP 192 , ,52.0,6.0,0.0
1298,CRP,30005897,2016,2,CRP 298 , ,7.0,12.0,0.0
1299,CRP,30005897,2016,2,SIN 220 , ,80.0,8.0,0.0
1300,CRP,30005897,2016,2,SIN 221 , ,63.0,14.0,0.0
1301,CRP,30005897,2016,2,SIN 393 , ,88.0,4.0,0.0
1302,CRP,30005897,2017,1,SIN 131 , ,67.0,4.0,0.0
1303,CRP,30005897,2017,1,SIN 143 , ,78.0,0.0,2.0
1304,CRP,30005897,2017,1,SIN 320 , ,87.0,0.0,0.0
1305,CRP,30005897,2017,1,SIN 321 , ,79.0,8.0,0.0
1306,CRP,30005897,2017,1,SIN 351 , ,65.0,0.0,0.0
1307,CRP,30005897,2017,2,CRP 298 , ,20.0,14.0,0.0
1308,CRP,30005897,2017,2,SIN 322 , ,87.0,2.0,0.0
1309,CRP,30005897,2017,2,SIN 323 , ,89.0,2.0,0.0
1310,CRP,30005897,2017,2,SIN 352 , ,78.0,0.0,0.0
1311,CRP,30005897,2018,1,CIC 100 , ,90.0,4.0,0.0
1312,CRP,30005897,2018,1,CRP 192 , ,96.0,0.0,0.0
1313,CRP,30005897,2018,1,SIN 392 , ,90.0,0.0,0.0
1314,CRP,30005897,2018,1,SIN 394 , ,90.0,0.0,0.0
1315,CRP,30005897,2018,1,SIN 422 , ,90.0,2.0,0.0
1316,CRP,30005897,2018,1,SIN 490 , ,100.0,0.0,0.0
1317,CRP,30005897,2018,1,SIN 498 ,S,90.0,0.0,0.0
1318,CRP,30005897,2018,2,ADE 327 , ,73.0,4.0,0.0
1319,CRP,30005897,2018,2,CRP 298 , ,69.0,6.0,0.0
1320,CRP,30005897,2018,2,SIN 213 , ,86.0,0.0,0.0
1321,CRP,30005897,2018,2,SIN 252 , ,75.0,4.0,0.0
1322,CRP,30005897,2018,2,SIN 421 , ,85.0,6.0,0.0
1323,CRP,30005897,2018,2,SIN 480 , ,61.0,,
1324,CRP,30005897,2018,2,SIN 496 ,S,100.0,0.0,0.0
1325,CRP,30005897,2018,2,SIN 499 ,S,100.0,0.0,0.0
1326,CRP,30005914,2016,1,ADE 104 , ,62.0,,
1327,CRP,30005914,2016,1,ADE 190 , ,60.0,,
1328,CRP,30005914,2016,1,ADE 327 , ,67.0,,
1329,CRP,30005914,2016,1,ADE 345 , ,94.0,,
1330,CRP,30005914,2016,1,CIC 100 , ,82.0,,
1331,CRP,30005914,2016,1,CRP 192 , ,64.0,,
1332,CRP,30005914,2016,1,CRP 199 , ,74.0,,
1333,CRP,30005914,2016,1,CRP 291 , ,62.0,,
1334,CRP,30005914,2016,1,CRP 297 , ,60.0,,
1335,CRP,30005914,2016,1,CRP 298 , ,90.0,,
1336,CRP,30005914,2016,1,SIN 100 , ,78.0,,
1337,CRP,30005914,2016,1,SIN 101 , ,91.0,,
1338,CRP,30005914,2016,1,SIN 110 , ,72.0,,
1339,CRP,30005914,2016,1,SIN 130 , ,66.0,,
1340,CRP,30005914,2016,1,SIN 131 , ,60.0,,
1341,CRP,30005914,2016,1,SIN 132 , ,65.0,,
1342,CRP,30005914,2016,1,SIN 141 , ,64.0,,
1343,CRP,30005914,2016,1,SIN 142 , ,74.0,,
1344,CRP,30005914,2016,1,SIN 143 , ,73.0,,
1345,CRP,30005914,2016,1,SIN 211 , ,72.0,,
1346,CRP,30005914,2016,1,SIN 213 , ,60.0,,
1347,CRP,30005914,2016,1,SIN 220 , ,60.0,,
1348,CRP,30005914,2016,1,SIN 221 , ,68.0,,
1349,CRP,30005914,2016,1,SIN 222 , ,64.0,,
1350,CRP,30005914,2016,1,SIN 223 , ,62.0,,
1351,CRP,30005914,2016,1,SIN 251 , ,89.0,,
1352,CRP,30005914,2016,1,SIN 252 , ,76.0,,
1353,CRP,30005914,2016,1,SIN 320 , ,67.0,,
1354,CRP,30005914,2016,1,SIN 321 , ,67.0,,
1355,CRP,30005914,2016,1,SIN 322 , ,84.0,,
1356,CRP,30005914,2016,1,SIN 351 , ,71.0,,
1357,CRP,30005914,2016,1,SIN 352 , ,60.0,,
1358,CRP,30005914,2016,1,SIN 392 , ,67.0,,
1359,CRP,30005914,2016,1,SIN 393 , ,100.0,,
1360,CRP,30005914,2016,1,SIN 394 , ,97.0,,
1361,CRP,30005914,2016,1,SIN 421 , ,73.0,,
1362,CRP,30005914,2016,1,SIN 422 , ,77.0,,
1363,CRP,30005914,2016,1,SIN 480 , ,76.0,,
1364,CRP,30005914,2016,1,SIN 491 , ,100.0,,
1365,CRP,30005914,2016,1,SIN 496 ,S,100.0,0.0,0.0
1366,CRP,30005914,2016,1,SIN 498 ,S,100.0,,
1367,CRP,30005914,2016,1,SIN 499 ,Q,0.0,0.0,0.0
1368,CRP,30005914,2016,2,SIN 323 , ,68.0,0.0,0.0
1369,CRP,30005914,2016,2,SIN 499 ,S,100.0,0.0,0.0
1370,CRP,30005916,2016,1,ADE 104 , ,68.0,,
1371,CRP,30005916,2016,1,ADE 190 , ,78.0,,
1372,CRP,30005916,2016,1,ADE 327 , ,75.0,,
1373,CRP,30005916,2016,1,ADE 345 , ,93.0,,
1374,CRP,30005916,2016,1,CIC 100 , ,62.0,,
1375,CRP,30005916,2016,1,CRP 192 , ,9.0,4.0,0.0
1376,CRP,30005916,2016,1,CRP 199 , ,60.0,,
1377,CRP,30005916,2016,1,CRP 291 , ,62.0,,
1378,CRP,30005916,2016,1,CRP 297 , ,65.0,,
1379,CRP,30005916,2016,1,SIN 100 , ,67.0,,
1380,CRP,30005916,2016,1,SIN 101 , ,80.0,,
1381,CRP,30005916,2016,1,SIN 110 , ,14.0,8.0,4.0
1382,CRP,30005916,2016,1,SIN 130 , ,67.0,0.0,0.0
1383,CRP,30005916,2016,1,SIN 222 , ,60.0,,
1384,CRP,30005916,2016,1,SIN 422 , ,90.0,2.0,0.0
1385,CRP,30005916,2016,2,CRP 192 , ,27.0,4.0,0.0
1386,CRP,30005916,2016,2,SIN 110 , ,23.0,8.0,6.0
1387,CRP,30005916,2016,2,SIN 221 , ,85.0,6.0,0.0
1388,CRP,30005921,2016,1,ADE 104 ,T,,,
1389,CRP,30005921,2016,1,ADE 190 , ,83.0,10.0,0.0
1390,CRP,30005921,2016,1,ADE 327 , ,66.0,,
1391,CRP,30005921,2016,1,ADE 345 , ,93.0,,
1392,CRP,30005921,2016,1,CIC 100 , ,81.0,,
1393,CRP,30005921,2016,1,CRP 192 , ,61.0,,
1394,CRP,30005921,2016,1,CRP 199 , ,61.0,,
1395,CRP,30005921,2016,1,CRP 291 , ,60.0,,
1396,CRP,30005921,2016,1,CRP 297 , ,78.0,,
1397,CRP,30005921,2016,1,CRP 298 , ,75.0,15.0,0.0
1398,CRP,30005921,2016,1,SIN 100 , ,68.0,,
1399,CRP,30005921,2016,1,SIN 101 , ,79.0,,
1400,CRP,30005921,2016,1,SIN 110 , ,69.0,,
1401,CRP,30005921,2016,1,SIN 130 , ,60.0,,
1402,CRP,30005921,2016,1,SIN 131 , ,60.0,,
1403,CRP,30005921,2016,1,SIN 132 , ,62.0,,
1404,CRP,30005921,2016,1,SIN 141 , ,67.0,,
1405,CRP,30005921,2016,1,SIN 142 , ,80.0,,
1406,CRP,30005921,2016,1,SIN 143 , ,61.0,,
1407,CRP,30005921,2016,1,SIN 211 , ,79.0,,
1408,CRP,30005921,2016,1,SIN 213 , ,75.0,,
1409,CRP,30005921,2016,1,SIN 220 , ,75.0,,
1410,CRP,30005921,2016,1,SIN 221 , ,81.0,,
1411,CRP,30005921,2016,1,SIN 222 , ,75.0,,
1412,CRP,30005921,2016,1,SIN 251 , ,60.0,,
1413,CRP,30005921,2016,1,SIN 252 , ,60.0,,
1414,CRP,30005921,2016,1,SIN 320 , ,67.0,,
1415,CRP,30005921,2016,1,SIN 321 , ,80.0,,
1416,CRP,30005921,2016,1,SIN 322 , ,80.0,,
1417,CRP,30005921,2016,1,SIN 323 , ,78.0,,
1418,CRP,30005921,2016,1,SIN 342 , ,81.0,,
1419,CRP,30005921,2016,1,SIN 351 , ,60.0,,
1420,CRP,30005921,2016,1,SIN 352 , ,66.0,,
1421,CRP,30005921,2016,1,SIN 392 , ,68.0,,
1422,CRP,30005921,2016,1,SIN 421 , ,60.0,,
1423,CRP,30005921,2016,1,SIN 422 , ,74.0,,
1424,CRP,30005921,2016,1,SIN 460 , ,61.0,,
1425,CRP,30005921,2016,1,SIN 480 , ,68.0,,
1426,CRP,30005921,2016,1,SIN 491 , ,99.0,,
1427,CRP,30005921,2016,1,SIN 496 ,S,0.0,,
1428,CRP,30005921,2016,1,SIN 498 ,S,90.0,,
