,Campus,Identificador,Codigo_Curso,Curso,Ano_Admissao,Sem_Admissao,Codigo_Forma_Ingresso,Forma_Ingresso,Ano_Conclusao,Sem_Conclusao,Codigo_Situacao_Aluno,Situacao_Aluno,Sexo,Idade,CRA,ENEM,Modalidade,PCD,10) Voce se considera:,23) A renda bruta mensal (sem descontos) de seu grupo familiar:,Escola,Reingressante,Bolsista - Moradia,Bolsista - Alimentacao,Iniciacao Científica,Extensão
3219,CRP,30005885,105,Sistemas de Informacao - Noturno,2016,1,L,SISU - Sistema_de_Selecao_Unificada           ,2018.0,1,D,Desligamento                                      ,M,25.0,"34,5","572,96",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
3224,CRP,30005891,105,Sistemas de Informacao - Noturno,2016,1,L,SISU - Sistema_de_Selecao_Unificada           ,2016.0,1,M,Mudanca de Curso                                  ,M,28.0,"31,1","583,16",9,N,c. Pardo(a).,b. Entre 1 e 3 Salarios Minimos,Privada,N,N,N,N,N
3225,CRP,30005892,105,Sistemas de Informacao - Noturno,2016,1,L,SISU - Sistema_de_Selecao_Unificada           ,2018.0,1,D,Desligamento                                      ,M,29.0,"27,8","601,34",9,N,c. Pardo(a).,f. Entre 10 e 20 Salarios Minimos,Privada,N,N,N,N,N
3227,CRP,30005895,105,Sistemas de Informacao - Noturno,2016,1,L,SISU - Sistema_de_Selecao_Unificada           ,2016.0,2,D,Desligamento                                      ,M,32.0,5,"576,08",9,N,a. Branco(a).,c. Entre 3 e 5 Salarios Minimos,publica,S,N,N,N,N
3228,CRP,30005896,105,Sistemas de Informacao - Noturno,2016,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,26.0,"68,5","587,46",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,S,N,N,N,N
3229,CRP,30005896,105,Sistemas de Informacao - Noturno,2016,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,26.0,"68,5","587,46",9,N,a. Branco(a).,c. Entre 3 e 5 Salarios Minimos,publica,S,N,N,N,N
3230,CRP,30005896,105,Sistemas de Informacao - Noturno,2016,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,26.0,"68,5","587,46",9,N,c. Pardo(a).,b. Entre 1 e 3 Salarios Minimos,publica,S,N,N,N,N
3231,CRP,30005896,105,Sistemas de Informacao - Noturno,2016,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,26.0,"68,5","587,46",9,N,c. Pardo(a).,c. Entre 3 e 5 Salarios Minimos,publica,S,N,N,N,N
3232,CRP,30005897,105,Sistemas de Informacao - Noturno,2016,1,L,SISU - Sistema_de_Selecao_Unificada           ,2018.0,2,C,Conclusao                                      ,M,25.0,"75,9","580,9",9,N,a. Branco(a).,c. Entre 3 e 5 Salarios Minimos,publica,S,N,N,N,N
3242,CRP,30005914,105,Sistemas de Informacao - Noturno,2016,1,Y,Processo Seletivo Alternativo - SiSU              ,2016.0,2,C,Conclusao                                      ,M,35.0,68,"548,62",9,N,c. Pardo(a).,b. Entre 1 e 3 Salarios Minimos,publica,S,N,N,N,N
3244,CRP,30005916,105,Sistemas de Informacao - Noturno,2016,1,Y,Processo Seletivo Alternativo - SiSU              ,2016.0,2,A,Estudante em abandono de curso                    ,M,50.0,"41,6","536,84",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,S,N,N,N,N
3249,CRP,30005924,105,Sistemas de Informacao - Noturno,2016,1,Y,Processo Seletivo Alternativo - SiSU              ,2017.0,2,A,Estudante em abandono de curso                    ,M,24.0,42,"476,56",5,N,c. Pardo(a).,b. Entre 1 e 3 Salarios Minimos,publica,S,N,N,N,N
3255,CRP,30005933,105,Sistemas de Informacao - Noturno,2016,1,Y,Processo Seletivo Alternativo - SiSU              ,2019.0,2,C,Conclusao                                      ,M,29.0,64,"540,66",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,S,N,N,N,N
3266,CRP,30005952,105,Sistemas de Informacao - Noturno,2016,1,L,SISU - Sistema_de_Selecao_Unificada           ,2018.0,1,D,Desligamento                                      ,M,31.0,"21,9","561,4",9,N,a. Branco(a).,c. Entre 3 e 5 Salarios Minimos,publica,S,N,N,N,N
3299,CRP,30006022,105,Sistemas de Informacao - Noturno,2016,1,L,SISU - Sistema_de_Selecao_Unificada           ,2017.0,2,A,Estudante em abandono de curso                    ,M,24.0,"28,7","409,88",3,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
3304,CRP,30006047,105,Sistemas de Informacao - Noturno,2016,1,L,SISU - Sistema_de_Selecao_Unificada           ,2016.0,2,A,Estudante em abandono de curso                    ,M,30.0,"16,7","461,7",1,N,b. Preto(a).,c. Entre 3 e 5 Salarios Minimos,publica,S,N,N,N,N
3305,CRP,30006052,105,Sistemas de Informacao - Noturno,2016,1,Y,Processo Seletivo Alternativo - SiSU              ,2016.0,2,D,Desligamento                                      ,M,33.0,"23,6","393,06",1,N,c. Pardo(a).,b. Entre 1 e 3 Salarios Minimos,publica,S,N,N,N,N
3307,CRP,30006105,105,Sistemas de Informacao - Noturno,2016,2,T,Transferência                                     ,2017.0,2,A,Estudante em abandono de curso                    ,M,31.0,"29,6",,0,N,a. Branco(a).,c. Entre 3 e 5 Salarios Minimos,Privada,N,N,N,N,N
3426,CRP,30006346,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,22.0,"78,6","623,22",5,N,b. Preto(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
3427,CRP,30006347,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,23.0,"64,4","619,14",7,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
3428,CRP,30006349,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,2018.0,2,A,Estudante em abandono de curso                    ,M,24.0,"25,5","628,26",9,N,c. Pardo(a).,e. Entre 7 e 10 Salarios Minimos,Privada,N,N,N,N,N
3429,CRP,30006350,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,23.0,70,"628,1",9,N,d. Amarelo(a).,f. Entre 10 e 20 Salarios Minimos,Privada,N,N,N,N,N
3430,CRP,30006351,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,2019.0,0,A,Estudante em abandono de curso                    ,M,23.0,"37,5","578,4",9,N,c. Pardo(a).,f. Entre 10 e 20 Salarios Minimos,Privada,N,N,N,N,N
3431,CRP,30006352,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,2017.0,2,A,Estudante em abandono de curso                    ,M,23.0,"19,2","645,38",9,N,a. Branco(a).,c. Entre 3 e 5 Salarios Minimos,publica,N,N,N,N,N
3432,CRP,30006353,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,2017.0,1,A,Estudante em abandono de curso                    ,M,26.0,"34,8","607,98",3,N,a. Branco(a).,a. ate 1 Salario Minimo,publica,N,N,N,N,N
3433,CRP,30006354,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,2017.0,2,A,Estudante em abandono de curso                    ,M,24.0,"17,2","402,66",5,N,b. Preto(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
3434,CRP,30006355,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,2017.0,1,D,Desligamento                                      ,M,22.0,0,"571,32",1,N,,,publica,N,N,N,N,N
3435,CRP,30006356,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,2017.0,1,A,Estudante em abandono de curso                    ,M,22.0,"1,1","635,72",3,N,c. Pardo(a).,d. Entre 5 e 7 Salarios Minimos,publica,N,N,N,N,N
3436,CRP,30006357,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,2017.0,2,A,Estudante em abandono de curso                    ,M,29.0,41,"581,74",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
3437,CRP,30006358,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,24.0,"71,2","617,02",3,N,c. Pardo(a).,a. ate 1 Salario Minimo,publica,N,N,N,N,N
3438,CRP,30006359,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,22.0,"56,9","605,24",9,N,d. Amarelo(a).,d. Entre 5 e 7 Salarios Minimos,Privada,N,N,N,N,N
3439,CRP,30006361,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,2017.0,1,A,Estudante em abandono de curso                    ,M,23.0,0,"584,24",5,N,b. Preto(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
3440,CRP,30006362,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,2018.0,2,D,Desligamento                                      ,M,25.0,"38,5","609,74",7,N,a. Branco(a).,c. Entre 3 e 5 Salarios Minimos,publica,N,N,N,N,N
3441,CRP,30006363,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,2018.0,1,A,Estudante em abandono de curso                    ,M,23.0,"43,4","580,24",9,N,c. Pardo(a).,a. ate 1 Salario Minimo,publica,N,N,N,N,N
3442,CRP,30006364,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,2018.0,2,A,Estudante em abandono de curso                    ,M,24.0,"39,5","586,68",5,N,c. Pardo(a).,c. Entre 3 e 5 Salarios Minimos,publica,N,N,N,N,N
3443,CRP,30006365,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,25.0,63,"621,28",9,N,a. Branco(a).,c. Entre 3 e 5 Salarios Minimos,publica,N,N,N,N,N
3444,CRP,30006366,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,2017.0,1,A,Estudante em abandono de curso                    ,M,25.0,"1,1","595,36",9,N,a. Branco(a).,e. Entre 7 e 10 Salarios Minimos,Privada,N,N,N,N,N
3445,CRP,30006367,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,2019.0,1,D,Desligamento                                      ,M,25.0,"45,9","574,72",9,N,c. Pardo(a).,e. Entre 7 e 10 Salarios Minimos,publica,N,N,N,N,N
3446,CRP,30006369,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,23.0,"58,1","542,08",1,N,c. Pardo(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
3447,CRP,30006370,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,2018.0,2,D,Desligamento                                      ,M,28.0,"12,5","567,02",5,N,b. Preto(a).,c. Entre 3 e 5 Salarios Minimos,publica,N,N,N,N,N
3448,CRP,30006371,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,22.0,"51,9","620,98",9,N,c. Pardo(a).,b. Entre 1 e 3 Salarios Minimos,Privada,N,N,N,N,N
3449,CRP,30006372,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,2018.0,2,A,Estudante em abandono de curso                    ,M,25.0,"48,6","602,9",7,N,a. Branco(a).,d. Entre 5 e 7 Salarios Minimos,publica,N,N,N,N,N
3450,CRP,30006374,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,2019.0,1,D,Desligamento                                      ,M,27.0,"40,7","580,84",3,N,c. Pardo(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
3451,CRP,30006375,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,2018.0,1,A,Estudante em abandono de curso                    ,M,22.0,"52,8","588,08",3,N,d. Amarelo(a).,a. ate 1 Salario Minimo,publica,N,N,N,N,N
3452,CRP,30006379,105,Sistemas de Informacao - Noturno,2017,1,Y,Processo Seletivo Alternativo - SiSU              ,2017.0,1,A,Estudante em abandono de curso                    ,M,26.0,"12,2","503,16",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
3453,CRP,30006380,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,2018.0,1,D,Desligamento                                      ,M,26.0,"10,4","502,72",5,N,c. Pardo(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
3454,CRP,30006381,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,22.0,"48,3","546,44",9,N,b. Preto(a).,c. Entre 3 e 5 Salarios Minimos,Privada,N,N,N,N,N
3455,CRP,30006383,105,Sistemas de Informacao - Noturno,2017,1,Y,Processo Seletivo Alternativo - SiSU              ,,,N,Normal                                            ,M,22.0,"54,5","476,48",9,N,a. Branco(a).,a. ate 1 Salario Minimo,publica,N,N,N,N,N
3456,CRP,30006384,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,2018.0,2,A,Estudante em abandono de curso                    ,M,25.0,"28,4","519,3",5,N,c. Pardo(a).,d. Entre 5 e 7 Salarios Minimos,publica,N,N,N,N,N
3457,CRP,30006385,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,2018.0,1,D,Desligamento                                      ,M,22.0,"13,8","442,42",5,N,c. Pardo(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
3458,CRP,30006388,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,2018.0,2,A,Estudante em abandono de curso                    ,M,25.0,"40,9","522,74",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
3459,CRP,30006390,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,35.0,"59,3","583,14",7,N,c. Pardo(a).,d. Entre 5 e 7 Salarios Minimos,publica,N,N,N,N,N
3554,CRP,30006674,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,2017.0,1,A,Estudante em abandono de curso                    ,M,30.0,9,"616,18",5,N,c. Pardo(a).,d. Entre 5 e 7 Salarios Minimos,publica,S,N,N,N,N
3563,CRP,30006693,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,2018.0,2,D,Desligamento                                      ,M,28.0,"36,8","580,94",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,S,N,N,N,N
3599,CRP,30006768,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,2019.0,1,A,Estudante em abandono de curso                    ,M,28.0,"37,5",544,9,N,c. Pardo(a).,e. Entre 7 e 10 Salarios Minimos,publica,S,N,N,N,N
3600,CRP,30006769,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,2017.0,2,A,Estudante em abandono de curso                    ,M,36.0,"50,7","547,4",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,Privada,S,N,N,N,N
3603,CRP,30006774,105,Sistemas de Informacao - Noturno,2017,1,Y,Processo Seletivo Alternativo - SiSU              ,2017.0,2,A,Estudante em abandono de curso                    ,M,28.0,"25,3","514,58",9,N,c. Pardo(a).,b. Entre 1 e 3 Salarios Minimos,publica,S,N,N,N,N
3609,CRP,30006781,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,2019.0,0,A,Estudante em abandono de curso                    ,M,26.0,"26,3","437,96",7,N,d. Amarelo(a).,b. Entre 1 e 3 Salarios Minimos,publica,S,N,N,N,N
3610,CRP,30006782,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,2017.0,2,A,Estudante em abandono de curso                    ,M,50.0,"34,6","527,18",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,S,N,N,N,N
3621,CRP,30006809,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,2017.0,1,A,Estudante em abandono de curso                    ,M,30.0,"1,1","548,42",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,S,N,N,N,N
3628,CRP,30006823,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,2017.0,1,A,Estudante em abandono de curso                    ,M,26.0,"9,8","565,16",9,N,a. Branco(a).,c. Entre 3 e 5 Salarios Minimos,publica,N,N,N,N,N
3630,CRP,30006825,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,28.0,58,"553,8",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,S,N,N,N,N
3634,CRP,30006832,105,Sistemas de Informacao - Noturno,2017,1,L,SISU - Sistema_de_Selecao_Unificada           ,2019.0,1,D,Desligamento                                      ,M,54.0,"31,7","439,08",3,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,S,N,N,N,N
3642,CRP,30006860,105,Sistemas de Informacao - Noturno,2017,1,Y,Processo Seletivo Alternativo - SiSU              ,2018.0,2,D,Desligamento                                      ,M,42.0,"38,3","492,16",9,N,c. Pardo(a).,a. ate 1 Salario Minimo,Privada,S,N,N,N,N
3661,CRP,30006900,105,Sistemas de Informacao - Noturno,2017,2,M,Mudanca de Curso                                  ,2019.0,2,A,Estudante em abandono de curso                    ,M,25.0,"30,9",,0,N,a. Branco(a).,d. Entre 5 e 7 Salarios Minimos,publica,N,N,N,N,N
3662,CRP,30006903,105,Sistemas de Informacao - Noturno,2017,2,M,Mudanca de Curso                                  ,2020.0,2,C,Conclusao                                      ,M,24.0,"61,2",,0,N,a. Branco(a).,e. Entre 7 e 10 Salarios Minimos,Privada,N,N,N,N,N
3862,CRP,30007407,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,22.0,"43,3","618,88",3,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
3863,CRP,30007408,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,2019.0,1,A,Estudante em abandono de curso                    ,M,22.0,"34,3","615,24",7,N,a. Branco(a).,f. Entre 10 e 20 Salarios Minimos,publica,N,N,N,N,N
3864,CRP,30007409,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,2018.0,2,A,Estudante em abandono de curso                    ,M,25.0,"75,7","606,66",5,N,c. Pardo(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
3865,CRP,30007410,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,2018.0,1,D,Desligamento                                      ,M,22.0,0,"597,74",9,N,,,publica,N,N,N,N,N
3866,CRP,30007411,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,23.0,"75,2","616,94",5,N,c. Pardo(a).,a. ate 1 Salario Minimo,publica,N,N,N,N,N
3867,CRP,30007413,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,2018.0,2,D,Desligamento                                      ,M,25.0,"12,8","528,4",9,N,c. Pardo(a).,c. Entre 3 e 5 Salarios Minimos,publica,N,N,N,N,N
3868,CRP,30007414,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,K,Trancamento                                       ,M,24.0,"25,3","453,34",9,N,a. Branco(a).,a. ate 1 Salario Minimo,publica,N,N,N,N,N
3869,CRP,30007415,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,2018.0,2,A,Estudante em abandono de curso                    ,M,22.0,"45,3","639,46",9,N,c. Pardo(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
3870,CRP,30007416,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,2018.0,2,D,Desligamento                                      ,M,27.0,"9,5","584,86",9,N,c. Pardo(a).,c. Entre 3 e 5 Salarios Minimos,Privada,N,N,N,N,N
3871,CRP,30007419,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,25.0,"80,1","633,48",3,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
3872,CRP,30007420,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,21.0,"89,4","679,48",9,N,a. Branco(a).,c. Entre 3 e 5 Salarios Minimos,publica,N,N,N,N,N
3873,CRP,30007421,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,21.0,"47,9","642,62",9,N,c. Pardo(a).,c. Entre 3 e 5 Salarios Minimos,publica,N,N,N,N,N
3874,CRP,30007422,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,21.0,29,"545,4",5,N,c. Pardo(a).,c. Entre 3 e 5 Salarios Minimos,publica,N,N,N,N,N
3875,CRP,30007424,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,2018.0,1,D,Desligamento                                      ,M,22.0,0,"611,12",1,N,,,publica,N,N,N,N,N
3876,CRP,30007426,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,2019.0,2,A,Estudante em abandono de curso                    ,M,21.0,"50,1","592,7",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,Privada,N,N,N,N,N
3877,CRP,30007427,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,22.0,"61,3","596,38",9,N,a. Branco(a).,c. Entre 3 e 5 Salarios Minimos,Privada,N,N,N,N,N
3878,CRP,30007429,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,22.0,"60,5","596,24",3,N,a. Branco(a).,d. Entre 5 e 7 Salarios Minimos,publica,N,N,N,N,N
3879,CRP,30007430,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,23.0,"63,9","607,82",7,N,c. Pardo(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
3880,CRP,30007431,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,21.0,"44,8","511,34",5,N,c. Pardo(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
3881,CRP,30007432,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,2018.0,1,A,Estudante em abandono de curso                    ,M,23.0,"18,6","599,56",7,N,c. Pardo(a).,c. Entre 3 e 5 Salarios Minimos,publica,N,N,N,N,N
3882,CRP,30007433,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,22.0,"50,4","584,36",3,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
3883,CRP,30007434,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,26.0,"56,6","584,52",9,N,a. Branco(a).,c. Entre 3 e 5 Salarios Minimos,publica,N,N,N,N,N
3884,CRP,30007435,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,2018.0,1,A,Estudante em abandono de curso                    ,M,22.0,"19,7","590,96",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
3885,CRP,30007436,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,22.0,"38,6","608,92",7,N,a. Branco(a).,c. Entre 3 e 5 Salarios Minimos,publica,N,N,N,N,N
3886,CRP,30007437,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,2018.0,1,A,Estudante em abandono de curso                    ,M,22.0,0,"585,34",9,N,,,publica,N,N,N,N,N
3887,CRP,30007438,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,21.0,"58,9","584,42",1,N,b. Preto(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
3888,CRP,30007439,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,2019.0,2,D,Desligamento                                      ,M,22.0,"23,4","610,32",9,N,a. Branco(a).,e. Entre 7 e 10 Salarios Minimos,Privada,N,N,N,N,N
3889,CRP,30007440,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,22.0,"53,6","591,54",9,N,a. Branco(a).,c. Entre 3 e 5 Salarios Minimos,publica,N,N,N,N,N
3890,CRP,30007441,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,21.0,"44,8","618,6",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
3891,CRP,30007442,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,21.0,59,"600,68",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
3892,CRP,30007443,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,2019.0,1,D,Desligamento                                      ,M,21.0,"31,5","614,84",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
3893,CRP,30007445,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,24.0,"49,4","596,66",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
3894,CRP,30007446,105,Sistemas de Informacao - Noturno,2018,1,Y,Processo Seletivo Alternativo - SiSU              ,,,N,Normal                                            ,M,23.0,"43,7","558,04",9,N,a. Branco(a).,c. Entre 3 e 5 Salarios Minimos,publica,N,N,N,N,N
3895,CRP,30007448,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,21.0,"51,3","570,42",9,N,c. Pardo(a).,d. Entre 5 e 7 Salarios Minimos,Privada,N,N,N,N,N
