Campus,Identificador,Codigo_Curso,Curso,Ano_Admissao,Sem_Admissao,Codigo_Forma_Ingresso,Forma_Ingresso,Ano_Conclusao,Sem_Conclusao,Codigo_Situacao_Aluno,Situacao_Aluno,Sexo,Idade,CRA,ENEM,Modalidade,PCD,10) Você se considera:,23) A renda bruta mensal (sem descontos) de seu grupo familiar:,Escola,Reingressante,Bolsista - Moradia,Bolsista - Alimentação,Iniciação Científica,Extensão
CRP,30003849,109,Ciências Contábeis,2014,1,L,SISU - Sistema de Seleção Unificada               ,2019,1,C,Conclusão                                         ,F,30,"71,5","542,78",3,N,d. Amarelo(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30003852,109,Ciências Contábeis,2014,1,L,SISU - Sistema de Seleção Unificada               ,2019,2,C,Conclusão                                         ,F,33,"68,1","539,16",3,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003854,109,Ciências Contábeis,2014,1,L,SISU - Sistema de Seleção Unificada               ,2019,2,D,Desligamento                                      ,F,40,"54,5","548,72",1,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003855,109,Ciências Contábeis,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,1,A,Estudante em abandono de curso                    ,F,26,"45,3","552,28",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003856,109,Ciências Contábeis,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,1,A,Estudante em abandono de curso                    ,F,27,"51,2","541,98",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003859,109,Ciências Contábeis,2014,1,L,SISU - Sistema de Seleção Unificada               ,2014,1,A,Estudante em abandono de curso                    ,F,34,0,"540,14",9,N,,,Pública,N,N,N,N,N
CRP,30003860,109,Ciências Contábeis,2014,1,Y,Processo Seletivo Alternativo - SiSU              ,2014,2,A,Estudante em abandono de curso                    ,F,25,"29,2","515,02",5,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003861,109,Ciências Contábeis,2014,1,Y,Processo Seletivo Alternativo - SiSU              ,2015,1,D,Desligamento                                      ,F,32,36,"443,44",5,N,b. Preto(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003862,106,Ciência e Tecnologia de Alimentos,2014,1,L,SISU - Sistema de Seleção Unificada               ,2016,2,D,Desligamento                                      ,F,32,"38,2","445,6",1,N,c. Pardo(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30003864,106,Ciência e Tecnologia de Alimentos,2014,1,L,SISU - Sistema de Seleção Unificada               ,2014,1,A,Estudante em abandono de curso                    ,F,25,"17,3","582,9",9,N,,,Pública,N,N,N,N,N
CRP,30003865,106,Ciência e Tecnologia de Alimentos,2014,1,L,SISU - Sistema de Seleção Unificada               ,2014,1,A,Estudante em abandono de curso                    ,F,25,0,"562,12",9,N,,,Pública,N,N,N,N,N
CRP,30003866,106,Ciência e Tecnologia de Alimentos,2014,1,L,SISU - Sistema de Seleção Unificada               ,2016,0,M,Mudança de Curso                                  ,F,27,48,"563,16",9,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003867,106,Ciência e Tecnologia de Alimentos,2014,1,L,SISU - Sistema de Seleção Unificada               ,2014,2,A,Estudante em abandono de curso                    ,F,41,"58,6","554,24",9,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003872,106,Ciência e Tecnologia de Alimentos,2014,1,L,SISU - Sistema de Seleção Unificada               ,2016,0,M,Mudança de Curso                                  ,F,27,"51,9","536,56",9,N,c. Pardo(a).,e. Entre 7 e 10 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003874,106,Ciência e Tecnologia de Alimentos,2014,1,L,SISU - Sistema de Seleção Unificada               ,2014,1,A,Estudante em abandono de curso                    ,F,26,0,"474,06",9,N,,,Pública,N,N,N,N,N
CRP,30003875,106,Ciência e Tecnologia de Alimentos,2014,1,L,SISU - Sistema de Seleção Unificada               ,2016,0,M,Mudança de Curso                                  ,F,26,"53,8","639,62",9,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003878,106,Ciência e Tecnologia de Alimentos,2014,1,L,SISU - Sistema de Seleção Unificada               ,2014,1,A,Estudante em abandono de curso                    ,F,25,0,"564,76",9,N,,,Privada,N,N,N,N,N
CRP,30003879,106,Ciência e Tecnologia de Alimentos,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,2,A,Estudante em abandono de curso                    ,F,26,"37,9","588,74",5,N,b. Preto(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003882,106,Ciência e Tecnologia de Alimentos,2014,1,L,SISU - Sistema de Seleção Unificada               ,2018,2,C,Conclusão                                         ,F,27,"76,4","615,94",9,N,a. Branco(a).,d. Entre 5 e 7 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003888,106,Ciência e Tecnologia de Alimentos,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,2,D,Desligamento                                      ,F,30,"36,4","520,36",9,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003890,106,Ciência e Tecnologia de Alimentos,2014,1,L,SISU - Sistema de Seleção Unificada               ,2018,0,A,Estudante em abandono de curso                    ,F,25,"53,2","552,5",9,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003894,106,Ciência e Tecnologia de Alimentos,2014,1,L,SISU - Sistema de Seleção Unificada               ,2014,2,A,Estudante em abandono de curso                    ,F,27,"33,8","465,8",1,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003896,106,Ciência e Tecnologia de Alimentos,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,2,M,Mudança de Curso                                  ,F,28,"48,9","480,08",9,N,a. Branco(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30003897,106,Ciência e Tecnologia de Alimentos,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,2,D,Desligamento                                      ,F,28,"32,3","487,18",9,N,b. Preto(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30003898,106,Ciência e Tecnologia de Alimentos,2014,1,L,SISU - Sistema de Seleção Unificada               ,2014,1,A,Estudante em abandono de curso                    ,F,31,12,"495,1",9,N,,,Pública,N,N,N,N,N
CRP,30003900,106,Ciência e Tecnologia de Alimentos,2014,1,L,SISU - Sistema de Seleção Unificada               ,2016,1,A,Estudante em abandono de curso                    ,F,27,"40,1","462,26",3,N,c. Pardo(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30003901,106,Ciência e Tecnologia de Alimentos,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,2,M,Mudança de Curso                                  ,F,27,"41,6","443,5",3,N,a. Branco(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30003902,106,Ciência e Tecnologia de Alimentos,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,2,M,Mudança de Curso                                  ,F,26,"40,4","409,5",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003904,106,Ciência e Tecnologia de Alimentos,2014,1,L,SISU - Sistema de Seleção Unificada               ,2016,2,D,Desligamento                                      ,F,28,"29,8","398,12",1,N,a. Branco(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30003905,106,Ciência e Tecnologia de Alimentos,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,2,M,Mudança de Curso                                  ,F,31,"43,6","458,92",9,N,b. Preto(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003906,106,Ciência e Tecnologia de Alimentos,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,1,D,Desligamento                                      ,F,28,21,"448,64",9,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003908,106,Ciência e Tecnologia de Alimentos,2014,1,Y,Processo Seletivo Alternativo - SiSU              ,2015,2,M,Mudança de Curso                                  ,F,30,"37,4","394,66",9,N,c. Pardo(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30003909,106,Ciência e Tecnologia de Alimentos,2014,1,L,SISU - Sistema de Seleção Unificada               ,2014,1,A,Estudante em abandono de curso                    ,F,29,0,"413,16",9,N,,,Pública,N,N,N,N,N
CRP,30003918,108,Engenharia Civil,2014,1,V,Vestibular                                        ,2014,1,A,Estudante em abandono de curso                    ,F,26,"80,9","63,138",9,N,,,Privada,N,N,N,N,N
CRP,30003919,108,Engenharia Civil,2014,1,V,Vestibular                                        ,2018,2,C,Conclusão                                         ,F,25,"71,4","55,73",1,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003920,108,Engenharia Civil,2014,1,V,Vestibular                                        ,2018,2,C,Conclusão                                         ,F,25,"74,5","67,762",9,N,a. Branco(a).,e. Entre 7 e 10 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003921,108,Engenharia Civil,2014,1,V,Vestibular                                        ,2018,2,C,Conclusão                                         ,F,25,"73,8","66,41",9,N,c. Pardo(a).,d. Entre 5 e 7 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003925,108,Engenharia Civil,2014,1,V,Vestibular                                        ,2014,1,A,Estudante em abandono de curso                    ,F,26,"84,7","65,01",9,N,,,Privada,N,N,N,N,N
CRP,30003926,108,Engenharia Civil,2014,1,V,Vestibular                                        ,2014,1,A,Estudante em abandono de curso                    ,F,26,"77,2","64,534",9,N,,,Privada,N,N,N,N,N
CRP,30003927,108,Engenharia Civil,2014,1,L,SISU - Sistema de Seleção Unificada               ,2018,2,C,Conclusão                                         ,F,29,"81,7","725,88",9,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003929,108,Engenharia Civil,2014,1,L,SISU - Sistema de Seleção Unificada               ,2018,1,C,Conclusão                                         ,F,26,"75,9","728,86",7,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003934,108,Engenharia Civil,2014,1,L,SISU - Sistema de Seleção Unificada               ,2018,2,C,Conclusão                                         ,F,25,"78,9","688,3",1,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003937,108,Engenharia Civil,2014,1,Y,Processo Seletivo Alternativo - SiSU              ,2015,2,D,Desligamento                                      ,F,30,29,"524,24",5,N,c. Pardo(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30003949,108,Engenharia Civil,2014,1,L,SISU - Sistema de Seleção Unificada               ,2018,2,C,Conclusão                                         ,F,26,"88,6","702,62",9,N,a. Branco(a).,d. Entre 5 e 7 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003951,108,Engenharia Civil,2014,1,L,SISU - Sistema de Seleção Unificada               ,2018,2,C,Conclusão                                         ,F,25,"85,2","694,16",9,N,a. Branco(a).,d. Entre 5 e 7 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003959,108,Engenharia Civil,2014,1,L,SISU - Sistema de Seleção Unificada               ,2018,2,C,Conclusão                                         ,F,28,"77,4","682,08",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003967,108,Engenharia Civil,2014,1,L,SISU - Sistema de Seleção Unificada               ,2019,1,C,Conclusão                                         ,F,27,"70,2","684,08",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003969,108,Engenharia Civil,2014,1,L,SISU - Sistema de Seleção Unificada               ,2016,2,D,Desligamento                                      ,F,26,"54,1","630,18",3,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003974,111,Engenharia de Produção,2014,1,V,Vestibular                                        ,2018,0,A,Estudante em abandono de curso                    ,F,26,"50,7","40,938",9,N,a. Branco(a).,d. Entre 5 e 7 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003980,111,Engenharia de Produção,2014,1,V,Vestibular                                        ,2018,2,A,Estudante em abandono de curso                    ,F,26,"61,4","51,912",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003984,111,Engenharia de Produção,2014,1,L,SISU - Sistema de Seleção Unificada               ,2020,3,C,Conclusão                                         ,F,25,"80,6","656,82",9,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003990,111,Engenharia de Produção,2014,1,L,SISU - Sistema de Seleção Unificada               ,2016,0,M,Mudança de Curso                                  ,F,26,"60,5","618,14",5,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003991,111,Engenharia de Produção,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,2,A,Estudante em abandono de curso                    ,F,25,"47,6","680,48",9,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003993,111,Engenharia de Produção,2014,1,L,SISU - Sistema de Seleção Unificada               ,2014,2,A,Estudante em abandono de curso                    ,F,27,"17,2","607,4",5,N,,,Pública,N,N,N,N,N
CRP,30003995,111,Engenharia de Produção,2014,1,L,SISU - Sistema de Seleção Unificada               ,2014,1,A,Estudante em abandono de curso                    ,F,26,"73,6","687,02",9,N,,,Privada,N,N,N,N,N
CRP,30003996,111,Engenharia de Produção,2014,1,L,SISU - Sistema de Seleção Unificada               ,2018,2,C,Conclusão                                         ,F,25,"76,9","681,34",7,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30004005,111,Engenharia de Produção,2014,1,L,SISU - Sistema de Seleção Unificada               ,2017,2,D,Desligamento                                      ,F,25,"53,3","616,74",1,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30004012,111,Engenharia de Produção,2014,1,L,SISU - Sistema de Seleção Unificada               ,2019,1,C,Conclusão                                         ,F,26,"77,9","646,76",9,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30004013,111,Engenharia de Produção,2014,1,L,SISU - Sistema de Seleção Unificada               ,2019,2,C,Conclusão                                         ,F,27,71,"590,76",5,N,c. Pardo(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30004017,111,Engenharia de Produção,2014,1,L,SISU - Sistema de Seleção Unificada               ,2016,1,A,Estudante em abandono de curso                    ,F,26,"67,3","630,38",3,N,c. Pardo(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30004023,111,Engenharia de Produção,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,2,A,Estudante em abandono de curso                    ,F,25,"63,3","627,86",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30004025,111,Engenharia de Produção,2014,1,L,SISU - Sistema de Seleção Unificada               ,2019,2,C,Conclusão                                         ,F,28,"65,7","543,78",1,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30004027,112,Nutrição,2014,1,V,Vestibular                                        ,2019,1,C,Conclusão                                         ,F,26,"80,3","56,804",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30004028,112,Nutrição,2014,1,V,Vestibular                                        ,2014,2,A,Estudante em abandono de curso                    ,F,25,"52,4","41,878",9,N,,,Pública,N,N,N,N,N
CRP,30004029,112,Nutrição,2014,1,V,Vestibular                                        ,2016,0,M,Mudança de Curso                                  ,F,25,"56,3","39,89",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30004030,112,Nutrição,2014,1,V,Vestibular                                        ,2016,1,A,Estudante em abandono de curso                    ,F,25,"50,4","39,764",9,N,c. Pardo(a).,c. Entre 3 e 5 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30004032,112,Nutrição,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,2,A,Estudante em abandono de curso                    ,F,28,"33,8","611,46",1,N,c. Pardo(a).,g. Entre 20 e 30 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30004033,112,Nutrição,2014,1,L,SISU - Sistema de Seleção Unificada               ,2019,1,C,Conclusão                                         ,F,26,"74,5","594,28",5,N,c. Pardo(a).,e. Entre 7 e 10 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30004034,112,Nutrição,2014,1,L,SISU - Sistema de Seleção Unificada               ,2019,1,C,Conclusão                                         ,F,54,"76,7","625,9",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
